Year,Locality,MSO,DrugUsage,count,sum_female,sum_male,FIPS Code,County Name
2012,Tazewell,Drug Possession,Therapeutic Community,1,0,1,51185,Tazewell County
2012,Virginia Beach,Drug Possession,"Drugs Used, Extent Unknown",4,0,4,51810,Virginia Beach City
2012,Virginia Beach,Drug Possession,Heavy Use,12,1,11,51810,Virginia Beach City
2012,Virginia Beach,Drug Possession,Moderate Use,9,2,7,51810,Virginia Beach City
2012,Virginia Beach,Drug Possession,Not Reported,13,3,10,51810,Virginia Beach City
2012,Virginia Beach,Drug Possession,Occasional Use,4,1,3,51810,Virginia Beach City
2012,Virginia Beach,Drug Possession,Therapeutic Community,1,0,1,51810,Virginia Beach City
2012,Warren,Drug Possession,Moderate Use,1,1,0,51187,Warren County
2012,Washington,Drug Possession,Heavy Use,1,1,0,51191,Washington County
2012,Washington,Drug Possession,Not Reported,6,1,5,51191,Washington County
2012,Washington,Drug Possession,Occasional Use,1,1,0,51191,Washington County
2012,Waynesboro,Drug Possession,Heavy Use,1,0,1,51820,Waynesboro City
2012,Waynesboro,Drug Possession,Not Reported,4,0,4,51820,Waynesboro City
2012,Waynesboro,Drug Possession,Occasional Use,1,0,1,51820,Waynesboro City
2012,Westmoreland,Drug Possession,Not Reported,2,1,1,51193,Westmoreland County
2012,Williamsburg,Drug Possession,Moderate Use,3,0,3,51830,Williamsburg City
2012,Williamsburg,Drug Possession,Not Reported,1,0,1,51830,Williamsburg City
2012,Wise,Drug Possession,"Drugs Used, Extent Unknown",2,1,1,51195,Wise County
2012,Wise,Drug Possession,Not Reported,6,3,3,51195,Wise County
2012,Wythe,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51197,Wythe County
2012,Wythe,Drug Possession,Heavy Use,1,0,1,51197,Wythe County
2012,Wythe,Drug Possession,Not Reported,6,2,4,51197,Wythe County
2012,Wythe,Drug Possession,Occasional Use,1,0,1,51197,Wythe County
2012,York,Drug Possession,Heavy Use,1,0,1,51199,York County
2012,York,Drug Possession,Moderate Use,2,0,2,51199,York County
2012,York,Drug Possession,Not Reported,4,1,3,51199,York County
2012,York,Drug Possession,Occasional Use,1,0,1,51199,York County
2013,Accomack,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51001,Accomack County
2013,Accomack,Drug Possession,Not Reported,1,0,1,51001,Accomack County
2013,Albemarle,Drug Possession,Heavy Use,1,0,1,51003,Albemarle County
2013,Albemarle,Drug Possession,Not Reported,2,0,2,51003,Albemarle County
2013,Alexandria,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51510,Alexandria City
2013,Alexandria,Drug Possession,Heavy Use,1,0,1,51510,Alexandria City
2013,Alexandria,Drug Possession,Not Reported,3,0,3,51510,Alexandria City
2013,Alleghany,Drug Possession,Not Reported,5,1,4,51005,Alleghany County
2013,Amelia,Drug Possession,Not Reported,2,0,2,51007,Amelia County
2013,Amherst,Drug Possession,Heavy Use,2,0,2,51009,Amherst County
2013,Amherst,Drug Possession,Not Reported,5,1,4,51009,Amherst County
2013,Amherst,Drug Possession,Occasional Use,1,0,1,51009,Amherst County
2013,Appomattox,Drug Possession,Moderate Use,1,0,1,51011,Appomattox County
2013,Appomattox,Drug Possession,Not Reported,1,0,1,51011,Appomattox County
2013,Appomattox,Drug Possession,Occasional Use,1,1,0,51011,Appomattox County
2013,Arlington,Drug Possession,Heavy Use,3,0,3,51013,Arlington County
2013,Arlington,Drug Possession,Moderate Use,1,0,1,51013,Arlington County
2013,Arlington,Drug Possession,Not Reported,7,1,6,51013,Arlington County
2013,Arlington,Drug Possession,Occasional Use,2,1,1,51013,Arlington County
2013,Augusta,Drug Possession,"Drugs Used, Extent Unknown",1,1,0,51015,Augusta County
2013,Augusta,Drug Possession,Heavy Use,1,0,1,51015,Augusta County
2013,Augusta,Drug Possession,Moderate Use,2,0,2,51015,Augusta County
2013,Augusta,Drug Possession,Not Reported,5,0,5,51015,Augusta County
2013,Bristol,Drug Possession,"Drugs Used, Extent Unknown",2,1,1,51520,Bristol City
2013,Bristol,Drug Possession,Not Reported,4,3,1,51520,Bristol City
2013,Bristol,Drug Possession,Occasional Use,1,0,1,51520,Bristol City
2013,Brunswick,Drug Possession,"Drugs Used, Extent Unknown",2,0,2,51025,Brunswick County
2013,Brunswick,Drug Possession,Not Reported,5,1,4,51025,Brunswick County
2013,Brunswick,Drug Possession,Therapeutic Community,1,0,1,51025,Brunswick County
2013,Buchanan,Drug Possession,Heavy Use,1,0,1,51027,Buchanan County
2013,Buckingham,Drug Possession,Not Reported,5,0,5,51029,Buckingham County
2013,Campbell,Drug Possession,Heavy Use,1,0,1,51031,Campbell County
2013,Campbell,Drug Possession,Moderate Use,1,0,1,51031,Campbell County
2013,Campbell,Drug Possession,Not Reported,4,0,4,51031,Campbell County
2013,Caroline,Drug Possession,Not Reported,2,0,2,51033,Caroline County
2013,Caroline,Drug Possession,Occasional Use,1,0,1,51033,Caroline County
2013,Carroll,Drug Possession,Not Reported,1,0,1,51035,Carroll County
2013,Charlottesville,Drug Possession,Heavy Use,2,1,1,51540,Charlottesville City
2013,Charlottesville,Drug Possession,Not Reported,3,0,3,51540,Charlottesville City
2013,Chesapeake,Drug Possession,Drugs Not Used,1,0,1,51550,Chesapeake City
2013,Chesapeake,Drug Possession,"Drugs Used, Extent Unknown",3,0,3,51550,Chesapeake City
2013,Chesapeake,Drug Possession,Heavy Use,16,4,12,51550,Chesapeake City
2013,Chesapeake,Drug Possession,Moderate Use,11,2,9,51550,Chesapeake City
2013,Chesapeake,Drug Possession,Not Reported,17,6,11,51550,Chesapeake City
2013,Chesapeake,Drug Possession,Occasional Use,6,1,5,51550,Chesapeake City
2013,Chesapeake,Drug Possession,Therapeutic Community,1,0,1,51550,Chesapeake City
2013,Chesterfield,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51041,Chesterfield County
2013,Chesterfield,Drug Possession,Heavy Use,7,3,4,51041,Chesterfield County
2013,Chesterfield,Drug Possession,Moderate Use,5,1,4,51041,Chesterfield County
2013,Chesterfield,Drug Possession,Not Reported,12,3,9,51041,Chesterfield County
2013,Chesterfield,Drug Possession,Occasional Use,5,1,4,51041,Chesterfield County
2013,Colonial Heights,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51570,Colonial Heights City
2013,Colonial Heights,Drug Possession,Heavy Use,1,1,0,51570,Colonial Heights City
2013,Colonial Heights,Drug Possession,Not Reported,1,0,1,51570,Colonial Heights City
2013,Colonial Heights,Drug Possession,Therapeutic Community,1,0,1,51570,Colonial Heights City
2013,Culpeper,Drug Possession,Heavy Use,2,0,2,51047,Culpeper County
2013,Culpeper,Drug Possession,Moderate Use,1,0,1,51047,Culpeper County
2013,Culpeper,Drug Possession,Not Reported,5,1,4,51047,Culpeper County
2013,Danville,Drug Possession,"Drugs Used, Extent Unknown",5,1,4,51590,Danville City
2013,Danville,Drug Possession,Heavy Use,5,1,4,51590,Danville City
2013,Danville,Drug Possession,Moderate Use,1,0,1,51590,Danville City
2013,Danville,Drug Possession,Not Reported,6,2,4,51590,Danville City
2013,Danville,Drug Possession,Occasional Use,4,0,4,51590,Danville City
2013,Dickenson,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51051,Dickenson County
2013,Dickenson,Drug Possession,Heavy Use,1,0,1,51051,Dickenson County
2013,Dinwiddie,Drug Possession,Not Reported,1,0,1,51053,Dinwiddie County
2013,Essex,Drug Possession,Not Reported,1,0,1,51057,Essex County
2013,Fairfax,Drug Possession,"Drugs Used, Extent Unknown",4,1,3,51059,Fairfax County
2013,Fairfax,Drug Possession,Heavy Use,10,1,9,51059,Fairfax County
2013,Fairfax,Drug Possession,Moderate Use,4,0,4,51059,Fairfax County
2013,Fairfax,Drug Possession,Not Reported,5,0,5,51059,Fairfax County
2013,Fairfax,Drug Possession,Occasional Use,6,1,5,51059,Fairfax County
2013,Fauquier,Drug Possession,"Drugs Used, Extent Unknown",1,1,0,51061,Fauquier County
2013,Fauquier,Drug Possession,Heavy Use,8,1,7,51061,Fauquier County
2013,Fauquier,Drug Possession,Moderate Use,4,1,3,51061,Fauquier County
2013,Fauquier,Drug Possession,Not Reported,3,1,2,51061,Fauquier County
2013,Fauquier,Drug Possession,Occasional Use,1,0,1,51061,Fauquier County
2013,Floyd,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51063,Floyd County
2013,Floyd,Drug Possession,Heavy Use,1,0,1,51063,Floyd County
2013,Floyd,Drug Possession,Not Reported,2,0,2,51063,Floyd County
2013,Fluvanna,Drug Possession,"Drugs Used, Extent Unknown",2,0,2,51065,Fluvanna County
2013,Fluvanna,Drug Possession,Not Reported,1,0,1,51065,Fluvanna County
2013,Franklin County,Drug Possession,Heavy Use,2,0,2,51067,Franklin County
2013,Franklin County,Drug Possession,Moderate Use,1,0,1,51067,Franklin County
2013,Franklin County,Drug Possession,Not Reported,1,0,1,51067,Franklin County
2013,Franklin County,Drug Possession,Occasional Use,1,0,1,51067,Franklin County
2013,Frederick,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51069,Frederick County
2013,Frederick,Drug Possession,Heavy Use,4,3,1,51069,Frederick County
2013,Frederick,Drug Possession,Moderate Use,3,0,3,51069,Frederick County
2013,Frederick,Drug Possession,Not Reported,3,0,3,51069,Frederick County
2013,Fredericksburg,Drug Possession,Heavy Use,3,0,3,51630,Fredericksburg City
2013,Fredericksburg,Drug Possession,Not Reported,11,4,7,51630,Fredericksburg City
2013,Giles,Drug Possession,Moderate Use,1,0,1,51071,Giles County
2013,Giles,Drug Possession,Not Reported,1,0,1,51071,Giles County
2013,Grayson,Drug Possession,Moderate Use,1,0,1,51077,Grayson County
2013,Grayson,Drug Possession,Not Reported,5,2,3,51077,Grayson County
2013,Greene,Drug Possession,Heavy Use,1,0,1,51079,Greene County
2013,Greensville,Drug Possession,Heavy Use,1,0,1,51081,Greensville County
2013,Greensville,Drug Possession,Moderate Use,1,0,1,51081,Greensville County
2013,Greensville,Drug Possession,Not Reported,6,2,4,51081,Greensville County
2013,Halifax,Drug Possession,Heavy Use,2,0,2,51083,Halifax County
2013,Halifax,Drug Possession,Not Reported,3,0,3,51083,Halifax County
2013,Hampton,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51650,Hampton City
2013,Hampton,Drug Possession,Heavy Use,7,4,3,51650,Hampton City
2013,Hampton,Drug Possession,Moderate Use,6,1,5,51650,Hampton City
2013,Hampton,Drug Possession,Not Reported,12,3,9,51650,Hampton City
2013,Hampton,Drug Possession,Occasional Use,3,0,3,51650,Hampton City
2013,Hampton,Drug Possession,Therapeutic Community,1,0,1,51650,Hampton City
2013,Hanover,Drug Possession,Moderate Use,2,0,2,51085,Hanover County
2013,Hanover,Drug Possession,Not Reported,3,1,2,51085,Hanover County
2013,Hanover,Drug Possession,Occasional Use,1,0,1,51085,Hanover County
2013,Henrico,Drug Possession,"Drugs Used, Extent Unknown",4,1,3,51087,Henrico County
2013,Henrico,Drug Possession,Heavy Use,10,1,9,51087,Henrico County
2013,Henrico,Drug Possession,Moderate Use,5,1,4,51087,Henrico County
2013,Henrico,Drug Possession,Not Reported,15,4,11,51087,Henrico County
2013,Henrico,Drug Possession,Occasional Use,2,0,2,51087,Henrico County
2013,Hopewell,Drug Possession,Heavy Use,1,0,1,51670,Hopewell City
2013,Hopewell,Drug Possession,Moderate Use,2,1,1,51670,Hopewell City
2013,Hopewell,Drug Possession,Therapeutic Community,1,0,1,51670,Hopewell City
2013,Isle of Wight,Drug Possession,Heavy Use,1,0,1,51093,Isle of Wight County
2013,Isle of Wight,Drug Possession,Not Reported,3,0,3,51093,Isle of Wight County
2013,Isle of Wight,Drug Possession,Occasional Use,1,0,1,51093,Isle of Wight County
2013,King George,Drug Possession,Not Reported,2,0,2,51099,King George County
2013,King William,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51101,King William County
2013,King William,Drug Possession,Occasional Use,1,0,1,51101,King William County
2013,King and Queen,Drug Possession,Not Reported,2,2,0,51097,King and Queen County
2013,Lee,Drug Possession,Not Reported,3,0,3,51105,Lee County
2013,Lee,Drug Possession,Occasional Use,1,0,1,51105,Lee County
2013,Loudoun,Drug Possession,Heavy Use,3,0,3,51107,Loudoun County
2013,Loudoun,Drug Possession,Moderate Use,1,0,1,51107,Loudoun County
2013,Loudoun,Drug Possession,Not Reported,6,0,6,51107,Loudoun County
2013,Loudoun,Drug Possession,Therapeutic Community,1,0,1,51107,Loudoun County
2013,Louisa,Drug Possession,Heavy Use,1,0,1,51109,Louisa County
2013,Louisa,Drug Possession,Not Reported,1,0,1,51109,Louisa County
2013,Lynchburg,Drug Possession,"Drugs Used, Extent Unknown",4,0,4,51680,Lynchburg City
2013,Lynchburg,Drug Possession,Heavy Use,2,0,2,51680,Lynchburg City
2013,Lynchburg,Drug Possession,Moderate Use,1,1,0,51680,Lynchburg City
2013,Lynchburg,Drug Possession,Not Reported,8,0,8,51680,Lynchburg City
2013,Lynchburg,Drug Possession,Occasional Use,3,1,2,51680,Lynchburg City
2013,Madison,Drug Possession,Heavy Use,1,0,1,51113,Madison County
2013,Madison,Drug Possession,Not Reported,1,1,0,51113,Madison County
2013,Martinsville,Drug Possession,Heavy Use,1,0,1,51690,Martinsville City
2013,Mecklenburg,Drug Possession,Not Reported,1,0,1,51117,Mecklenburg County
2013,Montgomery,Drug Possession,"Drugs Used, Extent Unknown",1,1,0,51121,Montgomery County
2013,Montgomery,Drug Possession,Moderate Use,1,0,1,51121,Montgomery County
2013,Montgomery,Drug Possession,Not Reported,9,3,6,51121,Montgomery County
2013,Nelson,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51125,Nelson County
2013,Nelson,Drug Possession,Heavy Use,1,0,1,51125,Nelson County
2013,Newport News,Drug Possession,"Drugs Used, Extent Unknown",5,1,4,51700,Newport News City
2013,Newport News,Drug Possession,Heavy Use,9,2,7,51700,Newport News City
2013,Newport News,Drug Possession,Moderate Use,4,0,4,51700,Newport News City
2013,Newport News,Drug Possession,Not Reported,15,4,11,51700,Newport News City
2013,Newport News,Drug Possession,Occasional Use,2,0,2,51700,Newport News City
2013,Norfolk,Drug Possession,"Drugs Used, Extent Unknown",3,1,2,51710,Norfolk City
2013,Norfolk,Drug Possession,Heavy Use,15,3,12,51710,Norfolk City
2013,Norfolk,Drug Possession,Moderate Use,5,1,4,51710,Norfolk City
2013,Norfolk,Drug Possession,Not Reported,17,5,12,51710,Norfolk City
2013,Norfolk,Drug Possession,Occasional Use,3,0,3,51710,Norfolk City
2013,Norfolk,Drug Possession,Therapeutic Community,1,0,1,51710,Norfolk City
2013,Northampton,Drug Possession,Heavy Use,1,0,1,51131,Northampton County
2013,Northampton,Drug Possession,Moderate Use,1,0,1,51131,Northampton County
2013,Northampton,Drug Possession,Not Reported,2,0,2,51131,Northampton County
2013,Nottoway,Drug Possession,Heavy Use,1,0,1,51135,Nottoway County
2013,Nottoway,Drug Possession,Not Reported,2,0,2,51135,Nottoway County
2013,Page,Drug Possession,Heavy Use,2,1,1,51139,Page County
2013,Page,Drug Possession,Not Reported,2,1,1,51139,Page County
2013,Patrick,Drug Possession,Not Reported,1,0,1,51141,Patrick County
2013,Petersburg,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51730,Petersburg City
2013,Petersburg,Drug Possession,Heavy Use,3,0,3,51730,Petersburg City
2013,Petersburg,Drug Possession,Moderate Use,1,0,1,51730,Petersburg City
2013,Petersburg,Drug Possession,Not Reported,7,0,7,51730,Petersburg City
2013,Petersburg,Drug Possession,Therapeutic Community,1,0,1,51730,Petersburg City
2013,Pittsylvania,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51143,Pittsylvania County
2013,Pittsylvania,Drug Possession,Heavy Use,2,1,1,51143,Pittsylvania County
2013,Pittsylvania,Drug Possession,Moderate Use,1,0,1,51143,Pittsylvania County
2013,Pittsylvania,Drug Possession,Not Reported,4,0,4,51143,Pittsylvania County
2013,Portsmouth,Drug Possession,Heavy Use,9,3,6,51740,Portsmouth City
2013,Portsmouth,Drug Possession,Moderate Use,3,0,3,51740,Portsmouth City
2013,Portsmouth,Drug Possession,Not Reported,15,4,11,51740,Portsmouth City
2013,Portsmouth,Drug Possession,Occasional Use,6,1,5,51740,Portsmouth City
2013,Portsmouth,Drug Possession,Therapeutic Community,1,0,1,51740,Portsmouth City
2013,Powhatan,Drug Possession,Not Reported,2,0,2,51145,Powhatan County
2013,Prince Edward,Drug Possession,Not Reported,2,1,1,51147,Prince Edward County
2013,Prince George,Drug Possession,Not Reported,3,0,3,51149,Prince George County
2013,Prince George,Drug Possession,Occasional Use,1,0,1,51149,Prince George County
2013,Prince William,Drug Possession,"Drugs Used, Extent Unknown",2,0,2,51153,Prince William County
2013,Prince William,Drug Possession,Heavy Use,14,3,11,51153,Prince William County
2013,Prince William,Drug Possession,Moderate Use,6,1,5,51153,Prince William County
2013,Prince William,Drug Possession,Not Reported,8,3,5,51153,Prince William County
2013,Prince William,Drug Possession,Occasional Use,2,0,2,51153,Prince William County
2013,Prince William,Drug Possession,Therapeutic Community,2,0,2,51153,Prince William County
2013,Pulaski,Drug Possession,Heavy Use,1,0,1,51155,Pulaski County
2013,Pulaski,Drug Possession,Not Reported,2,0,2,51155,Pulaski County
2013,Radford,Drug Possession,Not Reported,1,1,0,51750,Radford City
2013,Richmond City,Drug Possession,"Drugs Used, Extent Unknown",2,1,1,51760,Richmond City
2013,Richmond City,Drug Possession,Heavy Use,8,0,8,51760,Richmond City
2013,Richmond City,Drug Possession,Moderate Use,11,1,10,51760,Richmond City
2013,Richmond City,Drug Possession,Not Reported,17,5,12,51760,Richmond City
2013,Richmond City,Drug Possession,Occasional Use,9,3,6,51760,Richmond City
2013,Richmond City,Drug Possession,Therapeutic Community,1,0,1,51760,Richmond City
2013,Richmond County,Drug Possession,Moderate Use,1,0,1,51159,Richmond County
2013,Roanoke City,Drug Possession,Heavy Use,2,0,2,51770,Roanoke City
2013,Roanoke City,Drug Possession,Not Reported,6,0,6,51770,Roanoke City
2013,Roanoke City,Drug Possession,Therapeutic Community,1,0,1,51770,Roanoke City
2013,Roanoke County,Drug Possession,Heavy Use,2,0,2,51161,Roanoke County
2013,Roanoke County,Drug Possession,Moderate Use,1,0,1,51161,Roanoke County
2013,Roanoke County,Drug Possession,Not Reported,2,0,2,51161,Roanoke County
2013,Roanoke County,Drug Possession,Occasional Use,1,0,1,51161,Roanoke County
2013,Rockbridge,Drug Possession,Heavy Use,1,0,1,51163,Rockbridge County
2013,Rockbridge,Drug Possession,Moderate Use,1,0,1,51163,Rockbridge County
2013,Rockingham,Drug Possession,Heavy Use,3,1,2,51165,Rockingham County
2013,Rockingham,Drug Possession,Moderate Use,3,0,3,51165,Rockingham County
2013,Rockingham,Drug Possession,Not Reported,13,2,11,51165,Rockingham County
2013,Rockingham,Drug Possession,Occasional Use,2,1,1,51165,Rockingham County
2013,Russell,Drug Possession,Not Reported,1,0,1,51167,Russell County
2013,Salem,Drug Possession,Not Reported,1,0,1,51775,Salem City
2013,Shenandoah,Drug Possession,Not Reported,3,0,3,51171,Shenandoah County
2013,Smyth,Drug Possession,Not Reported,5,2,3,51173,Smyth County
2013,Smyth,Drug Possession,Occasional Use,1,1,0,51173,Smyth County
2013,Southampton,Drug Possession,"Drugs Used, Extent Unknown",1,1,0,51175,Southampton County
2013,Southampton,Drug Possession,Heavy Use,1,0,1,51175,Southampton County
2013,Southampton,Drug Possession,Moderate Use,1,0,1,51175,Southampton County
2013,Southampton,Drug Possession,Not Reported,4,3,1,51175,Southampton County
2013,Southampton,Drug Possession,Occasional Use,1,0,1,51175,Southampton County
2013,Spotsylvania,Drug Possession,"Drugs Used, Extent Unknown",2,0,2,51177,Spotsylvania County
2013,Spotsylvania,Drug Possession,Heavy Use,4,0,4,51177,Spotsylvania County
2013,Spotsylvania,Drug Possession,Moderate Use,1,1,0,51177,Spotsylvania County
2013,Spotsylvania,Drug Possession,Not Reported,8,2,6,51177,Spotsylvania County
2013,Spotsylvania,Drug Possession,Occasional Use,1,0,1,51177,Spotsylvania County
2013,Spotsylvania,Drug Possession,Therapeutic Community,1,0,1,51177,Spotsylvania County
2013,Stafford,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51179,Stafford County
2013,Stafford,Drug Possession,Heavy Use,3,0,3,51179,Stafford County
2013,Stafford,Drug Possession,Moderate Use,2,0,2,51179,Stafford County
2013,Stafford,Drug Possession,Not Reported,7,1,6,51179,Stafford County
2013,Staunton,Drug Possession,Heavy Use,2,0,2,51790,Staunton City
2013,Staunton,Drug Possession,Moderate Use,1,0,1,51790,Staunton City
2013,Staunton,Drug Possession,Not Reported,2,0,2,51790,Staunton City
2013,Suffolk,Drug Possession,"Drugs Used, Extent Unknown",2,1,1,51800,Suffolk City
2013,Suffolk,Drug Possession,Heavy Use,3,1,2,51800,Suffolk City
2013,Suffolk,Drug Possession,Moderate Use,2,0,2,51800,Suffolk City
2013,Suffolk,Drug Possession,Not Reported,5,0,5,51800,Suffolk City
2013,Suffolk,Drug Possession,Occasional Use,1,0,1,51800,Suffolk City
2013,Suffolk,Drug Possession,Therapeutic Community,2,0,2,51800,Suffolk City
2013,Sussex,Drug Possession,Not Reported,1,0,1,51183,Sussex County
2013,Tazewell,Drug Possession,"Drugs Used, Extent Unknown",2,2,0,51185,Tazewell County
2013,Tazewell,Drug Possession,Heavy Use,2,1,1,51185,Tazewell County
2013,Tazewell,Drug Possession,Moderate Use,1,1,0,51185,Tazewell County
2013,Tazewell,Drug Possession,Not Reported,2,0,2,51185,Tazewell County
2013,Tazewell,Drug Possession,Occasional Use,1,0,1,51185,Tazewell County
2013,Virginia Beach,Drug Possession,"Drugs Used, Extent Unknown",7,2,5,51810,Virginia Beach City
2013,Virginia Beach,Drug Possession,Heavy Use,14,3,11,51810,Virginia Beach City
2013,Virginia Beach,Drug Possession,Moderate Use,6,0,6,51810,Virginia Beach City
2013,Virginia Beach,Drug Possession,Not Reported,11,2,9,51810,Virginia Beach City
2013,Virginia Beach,Drug Possession,Occasional Use,6,1,5,51810,Virginia Beach City
2013,Washington,Drug Possession,Heavy Use,1,0,1,51191,Washington County
2013,Washington,Drug Possession,Not Reported,2,0,2,51191,Washington County
2013,Waynesboro,Drug Possession,Heavy Use,1,0,1,51820,Waynesboro City
2013,Waynesboro,Drug Possession,Moderate Use,2,0,2,51820,Waynesboro City
2013,Waynesboro,Drug Possession,Not Reported,4,0,4,51820,Waynesboro City
2013,Westmoreland,Drug Possession,Heavy Use,1,0,1,51193,Westmoreland County
2013,Williamsburg,Drug Possession,Heavy Use,2,0,2,51830,Williamsburg City
2013,Williamsburg,Drug Possession,Moderate Use,1,0,1,51830,Williamsburg City
2013,Wise,Drug Possession,Not Reported,4,1,3,51195,Wise County
2013,Wythe,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51197,Wythe County
2013,Wythe,Drug Possession,Not Reported,5,1,4,51197,Wythe County
2013,York,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51199,York County
2013,York,Drug Possession,Moderate Use,1,0,1,51199,York County
2013,York,Drug Possession,Not Reported,1,0,1,51199,York County
2014,Accomack,Drug Possession,Heavy Use,1,1,0,51001,Accomack County
2014,Accomack,Drug Possession,Moderate Use,1,0,1,51001,Accomack County
2014,Accomack,Drug Possession,Not Reported,1,0,1,51001,Accomack County
2014,Albemarle,Drug Possession,Heavy Use,3,2,1,51003,Albemarle County
2014,Albemarle,Drug Possession,Not Reported,1,0,1,51003,Albemarle County
2014,Alexandria,Drug Possession,Heavy Use,4,0,4,51510,Alexandria City
2014,Alexandria,Drug Possession,Not Reported,3,0,3,51510,Alexandria City
2014,Alleghany,Drug Possession,Heavy Use,2,0,2,51005,Alleghany County
2014,Alleghany,Drug Possession,Not Reported,5,1,4,51005,Alleghany County
2014,Amelia,Drug Possession,Not Reported,2,0,2,51007,Amelia County
2014,Amherst,Drug Possession,Moderate Use,1,0,1,51009,Amherst County
2014,Amherst,Drug Possession,Not Reported,3,0,3,51009,Amherst County
2014,Appomattox,Drug Possession,Heavy Use,1,0,1,51011,Appomattox County
2014,Appomattox,Drug Possession,Not Reported,1,0,1,51011,Appomattox County
2014,Arlington,Drug Possession,Heavy Use,5,0,5,51013,Arlington County
2014,Arlington,Drug Possession,Moderate Use,3,0,3,51013,Arlington County
2014,Arlington,Drug Possession,Not Reported,5,0,5,51013,Arlington County
2014,Arlington,Drug Possession,Occasional Use,2,0,2,51013,Arlington County
2014,Augusta,Drug Possession,Heavy Use,1,0,1,51015,Augusta County
2014,Augusta,Drug Possession,Moderate Use,1,0,1,51015,Augusta County
2014,Augusta,Drug Possession,Not Reported,1,0,1,51015,Augusta County
2014,Augusta,Drug Possession,Occasional Use,2,0,2,51015,Augusta County
2014,Bedford,Drug Possession,Heavy Use,1,0,1,51019,Bedford County
2014,Bedford,Drug Possession,Occasional Use,1,0,1,51019,Bedford County
2014,Bristol,Drug Possession,Heavy Use,2,1,1,51520,Bristol City
2014,Bristol,Drug Possession,Moderate Use,1,0,1,51520,Bristol City
2014,Bristol,Drug Possession,Not Reported,3,1,2,51520,Bristol City
2014,Bristol,Drug Possession,Occasional Use,1,1,0,51520,Bristol City
2014,Brunswick,Drug Possession,Heavy Use,1,0,1,51025,Brunswick County
2014,Buchanan,Drug Possession,Not Reported,1,0,1,51027,Buchanan County
2014,Buckingham,Drug Possession,Moderate Use,1,0,1,51029,Buckingham County
2014,Buckingham,Drug Possession,Not Reported,6,0,6,51029,Buckingham County
2014,Buena Vista,Drug Possession,Heavy Use,1,1,0,,
2014,Buena Vista,Drug Possession,Occasional Use,1,0,1,,
2014,Campbell,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51031,Campbell County
2014,Campbell,Drug Possession,Heavy Use,1,0,1,51031,Campbell County
2014,Campbell,Drug Possession,Moderate Use,1,0,1,51031,Campbell County
2014,Caroline,Drug Possession,Not Reported,1,0,1,51033,Caroline County
2014,Carroll,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51035,Carroll County
2014,Carroll,Drug Possession,Not Reported,4,0,4,51035,Carroll County
2014,Charlottesville,Drug Possession,Heavy Use,5,1,4,51540,Charlottesville City
2014,Chesapeake,Drug Possession,"Drugs Used, Extent Unknown",7,3,4,51550,Chesapeake City
2014,Chesapeake,Drug Possession,Heavy Use,16,5,11,51550,Chesapeake City
2014,Chesapeake,Drug Possession,Moderate Use,5,0,5,51550,Chesapeake City
2014,Chesapeake,Drug Possession,Not Reported,13,2,11,51550,Chesapeake City
2014,Chesapeake,Drug Possession,Occasional Use,4,0,4,51550,Chesapeake City
2014,Chesapeake,Drug Possession,Therapeutic Community,1,0,1,51550,Chesapeake City
2014,Chesterfield,Drug Possession,"Drugs Used, Extent Unknown",3,2,1,51041,Chesterfield County
2014,Chesterfield,Drug Possession,Heavy Use,7,5,2,51041,Chesterfield County
2014,Chesterfield,Drug Possession,Moderate Use,1,1,0,51041,Chesterfield County
2014,Chesterfield,Drug Possession,Not Reported,12,3,9,51041,Chesterfield County
2014,Chesterfield,Drug Possession,Occasional Use,3,0,3,51041,Chesterfield County
2014,Clarke,Drug Possession,Heavy Use,1,0,1,51043,Clarke County
2014,Colonial Heights,Drug Possession,Heavy Use,5,0,5,51570,Colonial Heights City
2014,Colonial Heights,Drug Possession,Moderate Use,3,1,2,51570,Colonial Heights City
2014,Colonial Heights,Drug Possession,Not Reported,1,0,1,51570,Colonial Heights City
2014,Culpeper,Drug Possession,"Drugs Used, Extent Unknown",1,0,1,51047,Culpeper County
2014,Culpeper,Drug Possession,Heavy Use,7,3,4,51047,Culpeper County
2014,Culpeper,Drug Possession,Moderate Use,1,0,1,51047,Culpeper County
