FIPS_Code,Type,Rate_x,FIPS_County_Code,Rate_y,Percent_below_poverty_level_Estimate_Population_for_whom_poverty_status_is_determined,"Percent_below_poverty_level_Estimate_White_alone,_not_Hispanic_or_Latino",Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__50_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__125_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__150_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__185_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__200_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__300_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__400_percent_of_poverty_level,Total_Estimate_ALL_INDIVIDUALS_WITH_INCOME_BELOW_THE_FOLLOWING_POVERTY_RATIOS__500_percent_of_poverty_level,Percent_below_poverty_level_Estimate_UNRELATED_INDIVIDUALS_FOR_WHOM_POVERTY_STATUS_IS_DETERMINED,"Percent_below_poverty_level_Estimate_Worked_fulltime,_yearround_in_the_past_12_months","Percent_below_poverty_level_Estimate_Worked_less_than_fulltime,_yearround_in_the_past_12_months",Percent_below_poverty_level_Estimate_Did_not_work,Percent_with_a_disability_Estimate_Total_civilian_noninstitutionalized_population,"Percent_with_a_disability_Estimate_White_alone,_not_Hispanic_or_Latino",Percent_households_receiving_food_stamps/SNAP_Estimate_Households,Percent_households_not_receiving_food_stamps/SNAP_Estimate_Households,Percent_Estimate_HOUSEHOLD_TYPE__Marriedcouple_family,Percent_households_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Marriedcouple_family,Percent_households_not_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Marriedcouple_family,Percent_Estimate_HOUSEHOLD_TYPE__Other_family:,Percent_households_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Other_family:,Percent_households_not_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Other_family:,Percent_Estimate_HOUSEHOLD_TYPE__Nonfamily_households,Percent_households_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Nonfamily_households,Percent_households_not_receiving_food_stamps/SNAP_Estimate_HOUSEHOLD_TYPE__Nonfamily_households,Percent_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Percent_households_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Percent_households_not_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Percent_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_poverty_level,Percent_households_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_poverty_level,Percent_households_not_receiving_food_stamps/SNAP_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_poverty_level,Percent_Estimate_DISABILITY_STATUS__With_one_or_more_people_with_a_disability,Percent_households_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_one_or_more_people_with_a_disability,Percent_households_not_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_one_or_more_people_with_a_disability,Percent_Estimate_DISABILITY_STATUS__With_no_persons_with_a_disability,Percent_households_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_no_persons_with_a_disability,Percent_households_not_receiving_food_stamps/SNAP_Estimate_DISABILITY_STATUS__With_no_persons_with_a_disability,"Percent_Estimate_White_alone,_not_Hispanic_or_Latino","Percent_households_receiving_food_stamps/SNAP_Estimate_White_alone,_not_Hispanic_or_Latino","Percent_households_not_receiving_food_stamps/SNAP_Estimate_White_alone,_not_Hispanic_or_Latino",Percent_households_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__No_workers_in_past_12_months,Percent_households_not_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__No_workers_in_past_12_months,Percent_households_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__1_worker_in_past_12_months,Percent_households_not_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__1_worker_in_past_12_months,Percent_Estimate_WORK_STATUS__Families__2_or_more_workers_in_past_12_months,Percent_households_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__2_or_more_workers_in_past_12_months,Percent_households_not_receiving_food_stamps/SNAP_Estimate_WORK_STATUS__Families__2_or_more_workers_in_past_12_months,"Labor_Force_Participation_Rate_Estimate_White_alone,_not_Hispanic_or_Latino","Unemployment_rate_Estimate_White_alone,_not_Hispanic_or_Latino",Labor_Force_Participation_Rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Unemployment_rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__Below_poverty_level,Labor_Force_Participation_Rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_the_poverty_level,Unemployment_rate_Estimate_POVERTY_STATUS_IN_THE_PAST_12_MONTHS__At_or_above_the_poverty_level,Labor_Force_Participation_Rate_Estimate_DISABILITY_STATUS__With_any_disability,Unemployment_rate_Estimate_DISABILITY_STATUS__With_any_disability
51115,ED Heroin Overdose,0,51115,60.2,7,6,254,1141,1207,1529,1819,3191,4681,5890,14.9,0,19.2,18.4,14.8,15.2,6.7,93.3,60.6,22,63.4,9.9,51,7,29.5,27.1,29.6,7.9,49,5,92.1,51,95,26.9,30.2,26.7,73.1,69.8,73.3,88.2,93.3,87.9,20.4,24.8,68.8,26,46.6,10.8,49.2,54.3,3.2,49.8,11.3,80.1,3.4,51.3,0
51115,ED Opioid Overdose,67.7,51115,60.2,7,6,254,1141,1207,1529,1819,3191,4681,5890,14.9,0,19.2,18.4,14.8,15.2,6.7,93.3,60.6,22,63.4,9.9,51,7,29.5,27.1,29.6,7.9,49,5,92.1,51,95,26.9,30.2,26.7,73.1,69.8,73.3,88.2,93.3,87.9,20.4,24.8,68.8,26,46.6,10.8,49.2,54.3,3.2,49.8,11.3,80.1,3.4,51.3,0
51115,EMS Narcan,45.1,51115,60.2,7,6,254,1141,1207,1529,1819,3191,4681,5890,14.9,0,19.2,18.4,14.8,15.2,6.7,93.3,60.6,22,63.4,9.9,51,7,29.5,27.1,29.6,7.9,49,5,92.1,51,95,26.9,30.2,26.7,73.1,69.8,73.3,88.2,93.3,87.9,20.4,24.8,68.8,26,46.6,10.8,49.2,54.3,3.2,49.8,11.3,80.1,3.4,51.3,0
51115,Fatal Fentanyl and/or Heroin Overdose,0,51115,60.2,7,6,254,1141,1207,1529,1819,3191,4681,5890,14.9,0,19.2,18.4,14.8,15.2,6.7,93.3,60.6,22,63.4,9.9,51,7,29.5,27.1,29.6,7.9,49,5,92.1,51,95,26.9,30.2,26.7,73.1,69.8,73.3,88.2,93.3,87.9,20.4,24.8,68.8,26,46.6,10.8,49.2,54.3,3.2,49.8,11.3,80.1,3.4,51.3,0
51115,Fatal Prescription Opioid Overdose,0,51115,60.2,7,6,254,1141,1207,1529,1819,3191,4681,5890,14.9,0,19.2,18.4,14.8,15.2,6.7,93.3,60.6,22,63.4,9.9,51,7,29.5,27.1,29.6,7.9,49,5,92.1,51,95,26.9,30.2,26.7,73.1,69.8,73.3,88.2,93.3,87.9,20.4,24.8,68.8,26,46.6,10.8,49.2,54.3,3.2,49.8,11.3,80.1,3.4,51.3,0
51115,Neonatal Abstinance Syndrome,0,51115,60.2,7,6,254,1141,1207,1529,1819,3191,4681,5890,14.9,0,19.2,18.4,14.8,15.2,6.7,93.3,60.6,22,63.4,9.9,51,7,29.5,27.1,29.6,7.9,49,5,92.1,51,95,26.9,30.2,26.7,73.1,69.8,73.3,88.2,93.3,87.9,20.4,24.8,68.8,26,46.6,10.8,49.2,54.3,3.2,49.8,11.3,80.1,3.4,51.3,0
51115,Reported Hepatitis C (1830 year olds),97,51115,60.2,7,6,254,1141,1207,1529,1819,3191,4681,5890,14.9,0,19.2,18.4,14.8,15.2,6.7,93.3,60.6,22,63.4,9.9,51,7,29.5,27.1,29.6,7.9,49,5,92.1,51,95,26.9,30.2,26.7,73.1,69.8,73.3,88.2,93.3,87.9,20.4,24.8,68.8,26,46.6,10.8,49.2,54.3,3.2,49.8,11.3,80.1,3.4,51.3,0
51117,Diagnosed HIV,16.1,51117,112,19.8,12.5,2060,7437,9571,12486,13714,18792,23030,26060,31.3,7.7,32.8,43.8,19,18.4,13.5,86.5,43.8,19.7,47.5,18.6,47.6,14.1,37.6,32.7,38.4,18.8,57.6,12.7,81.2,42.4,87.3,34.4,55.6,31.1,65.6,44.4,68.9,65.1,39.7,69,26.1,21.3,43.2,32.5,44,30.7,46.2,52,5.2,42,23.8,78,4.7,33.9,15.1
51117,ED Heroin Overdose,3.2,51117,112,19.8,12.5,2060,7437,9571,12486,13714,18792,23030,26060,31.3,7.7,32.8,43.8,19,18.4,13.5,86.5,43.8,19.7,47.5,18.6,47.6,14.1,37.6,32.7,38.4,18.8,57.6,12.7,81.2,42.4,87.3,34.4,55.6,31.1,65.6,44.4,68.9,65.1,39.7,69,26.1,21.3,43.2,32.5,44,30.7,46.2,52,5.2,42,23.8,78,4.7,33.9,15.1
51117,ED Opioid Overdose,90.1,51117,112,19.8,12.5,2060,7437,9571,12486,13714,18792,23030,26060,31.3,7.7,32.8,43.8,19,18.4,13.5,86.5,43.8,19.7,47.5,18.6,47.6,14.1,37.6,32.7,38.4,18.8,57.6,12.7,81.2,42.4,87.3,34.4,55.6,31.1,65.6,44.4,68.9,65.1,39.7,69,26.1,21.3,43.2,32.5,44,30.7,46.2,52,5.2,42,23.8,78,4.7,33.9,15.1
51117,EMS Narcan,25.7,51117,112,19.8,12.5,2060,7437,9571,12486,13714,18792,23030,26060,31.3,7.7,32.8,43.8,19,18.4,13.5,86.5,43.8,19.7,47.5,18.6,47.6,14.1,37.6,32.7,38.4,18.8,57.6,12.7,81.2,42.4,87.3,34.4,55.6,31.1,65.6,44.4,68.9,65.1,39.7,69,26.1,21.3,43.2,32.5,44,30.7,46.2,52,5.2,42,23.8,78,4.7,33.9,15.1
51117,Fatal Fentanyl and/or Heroin Overdose,6.4,51117,112,19.8,12.5,2060,7437,9571,12486,13714,18792,23030,26060,31.3,7.7,32.8,43.8,19,18.4,13.5,86.5,43.8,19.7,47.5,18.6,47.6,14.1,37.6,32.7,38.4,18.8,57.6,12.7,81.2,42.4,87.3,34.4,55.6,31.1,65.6,44.4,68.9,65.1,39.7,69,26.1,21.3,43.2,32.5,44,30.7,46.2,52,5.2,42,23.8,78,4.7,33.9,15.1
51117,Fatal Prescription Opioid Overdose,0,51117,112,19.8,12.5,2060,7437,9571,12486,13714,18792,23030,26060,31.3,7.7,32.8,43.8,19,18.4,13.5,86.5,43.8,19.7,47.5,18.6,47.6,14.1,37.6,32.7,38.4,18.8,57.6,12.7,81.2,42.4,87.3,34.4,55.6,31.1,65.6,44.4,68.9,65.1,39.7,69,26.1,21.3,43.2,32.5,44,30.7,46.2,52,5.2,42,23.8,78,4.7,33.9,15.1
51117,Neonatal Abstinance Syndrome,7.3,51117,112,19.8,12.5,2060,7437,9571,12486,13714,18792,23030,26060,31.3,7.7,32.8,43.8,19,18.4,13.5,86.5,43.8,19.7,47.5,18.6,47.6,14.1,37.6,32.7,38.4,18.8,57.6,12.7,81.2,42.4,87.3,34.4,55.6,31.1,65.6,44.4,68.9,65.1,39.7,69,26.1,21.3,43.2,32.5,44,30.7,46.2,52,5.2,42,23.8,78,4.7,33.9,15.1
51117,Reported Hepatitis C (1830 year olds),120.9,51117,112,19.8,12.5,2060,7437,9571,12486,13714,18792,23030,26060,31.3,7.7,32.8,43.8,19,18.4,13.5,86.5,43.8,19.7,47.5,18.6,47.6,14.1,37.6,32.7,38.4,18.8,57.6,12.7,81.2,42.4,87.3,34.4,55.6,31.1,65.6,44.4,68.9,65.1,39.7,69,26.1,21.3,43.2,32.5,44,30.7,46.2,52,5.2,42,23.8,78,4.7,33.9,15.1
51119,Diagnosed HIV,0,51119,4.5,9.5,6.7,379,1493,2068,2764,3077,5198,6842,8087,25.2,5.9,28.2,34.9,16.5,16.4,8.3,91.7,53.8,32.4,55.7,13.2,33.5,11.4,33,34.1,32.9,10.9,62.9,6.2,89.1,37.1,93.8,32.2,53.5,30.3,67.8,46.5,69.7,82.2,66.8,83.6,21.4,25.9,42.9,23.2,49.6,35.7,50.9,51.7,3.6,57.3,16.3,77,5.4,58.2,27.7
51119,ED Heroin Overdose,9.4,51119,4.5,9.5,6.7,379,1493,2068,2764,3077,5198,6842,8087,25.2,5.9,28.2,34.9,16.5,16.4,8.3,91.7,53.8,32.4,55.7,13.2,33.5,11.4,33,34.1,32.9,10.9,62.9,6.2,89.1,37.1,93.8,32.2,53.5,30.3,67.8,46.5,69.7,82.2,66.8,83.6,21.4,25.9,42.9,23.2,49.6,35.7,50.9,51.7,3.6,57.3,16.3,77,5.4,58.2,27.7
51119,ED Opioid Overdose,113.1,51119,4.5,9.5,6.7,379,1493,2068,2764,3077,5198,6842,8087,25.2,5.9,28.2,34.9,16.5,16.4,8.3,91.7,53.8,32.4,55.7,13.2,33.5,11.4,33,34.1,32.9,10.9,62.9,6.2,89.1,37.1,93.8,32.2,53.5,30.3,67.8,46.5,69.7,82.2,66.8,83.6,21.4,25.9,42.9,23.2,49.6,35.7,50.9,51.7,3.6,57.3,16.3,77,5.4,58.2,27.7
51119,EMS Narcan,18.9,51119,4.5,9.5,6.7,379,1493,2068,2764,3077,5198,6842,8087,25.2,5.9,28.2,34.9,16.5,16.4,8.3,91.7,53.8,32.4,55.7,13.2,33.5,11.4,33,34.1,32.9,10.9,62.9,6.2,89.1,37.1,93.8,32.2,53.5,30.3,67.8,46.5,69.7,82.2,66.8,83.6,21.4,25.9,42.9,23.2,49.6,35.7,50.9,51.7,3.6,57.3,16.3,77,5.4,58.2,27.7
51119,Fatal Fentanyl and/or Heroin Overdose,9.4,51119,4.5,9.5,6.7,379,1493,2068,2764,3077,5198,6842,8087,25.2,5.9,28.2,34.9,16.5,16.4,8.3,91.7,53.8,32.4,55.7,13.2,33.5,11.4,33,34.1,32.9,10.9,62.9,6.2,89.1,37.1,93.8,32.2,53.5,30.3,67.8,46.5,69.7,82.2,66.8,83.6,21.4,25.9,42.9,23.2,49.6,35.7,50.9,51.7,3.6,57.3,16.3,77,5.4,58.2,27.7
51119,Fatal Prescription Opioid Overdose,9.4,51119,4.5,9.5,6.7,379,1493,2068,2764,3077,5198,6842,8087,25.2,5.9,28.2,34.9,16.5,16.4,8.3,91.7,53.8,32.4,55.7,13.2,33.5,11.4,33,34.1,32.9,10.9,62.9,6.2,89.1,37.1,93.8,32.2,53.5,30.3,67.8,46.5,69.7,82.2,66.8,83.6,21.4,25.9,42.9,23.2,49.6,35.7,50.9,51.7,3.6,57.3,16.3,77,5.4,58.2,27.7
51119,Neonatal Abstinance Syndrome,0,51119,4.5,9.5,6.7,379,1493,2068,2764,3077,5198,6842,8087,25.2,5.9,28.2,34.9,16.5,16.4,8.3,91.7,53.8,32.4,55.7,13.2,33.5,11.4,33,34.1,32.9,10.9,62.9,6.2,89.1,37.1,93.8,32.2,53.5,30.3,67.8,46.5,69.7,82.2,66.8,83.6,21.4,25.9,42.9,23.2,49.6,35.7,50.9,51.7,3.6,57.3,16.3,77,5.4,58.2,27.7
51119,Reported Hepatitis C (1830 year olds),0,51119,4.5,9.5,6.7,379,1493,2068,2764,3077,5198,6842,8087,25.2,5.9,28.2,34.9,16.5,16.4,8.3,91.7,53.8,32.4,55.7,13.2,33.5,11.4,33,34.1,32.9,10.9,62.9,6.2,89.1,37.1,93.8,32.2,53.5,30.3,67.8,46.5,69.7,82.2,66.8,83.6,21.4,25.9,42.9,23.2,49.6,35.7,50.9,51.7,3.6,57.3,16.3,77,5.4,58.2,27.7
51121,Diagnosed HIV,1,51121,66,24.8,22.6,14079,25965,28839,34675,37134,48536,60474,67459,51.5,8.7,70.8,67,9.2,9.7,8.5,91.5,43.4,24.1,45.2,10.6,33.9,8.4,46,41.9,46.3,22.6,58.4,19.3,77.4,41.6,80.7,19.5,47.9,16.9,80.5,52.1,83.1,87.8,91.1,87.5,14.1,13.4,57.2,28.3,55.6,28.7,58.3,58.5,5.1,43,13.5,83.8,2.7,41.1,12.8
51121,ED Heroin Overdose,0,51121,66,24.8,22.6,14079,25965,28839,34675,37134,48536,60474,67459,51.5,8.7,70.8,67,9.2,9.7,8.5,91.5,43.4,24.1,45.2,10.6,33.9,8.4,46,41.9,46.3,22.6,58.4,19.3,77.4,41.6,80.7,19.5,47.9,16.9,80.5,52.1,83.1,87.8,91.1,87.5,14.1,13.4,57.2,28.3,55.6,28.7,58.3,58.5,5.1,43,13.5,83.8,2.7,41.1,12.8
51121,ED Opioid Overdose,87,51121,66,24.8,22.6,14079,25965,28839,34675,37134,48536,60474,67459,51.5,8.7,70.8,67,9.2,9.7,8.5,91.5,43.4,24.1,45.2,10.6,33.9,8.4,46,41.9,46.3,22.6,58.4,19.3,77.4,41.6,80.7,19.5,47.9,16.9,80.5,52.1,83.1,87.8,91.1,87.5,14.1,13.4,57.2,28.3,55.6,28.7,58.3,58.5,5.1,43,13.5,83.8,2.7,41.1,12.8
51121,EMS Narcan,13.3,51121,66,24.8,22.6,14079,25965,28839,34675,37134,48536,60474,67459,51.5,8.7,70.8,67,9.2,9.7,8.5,91.5,43.4,24.1,45.2,10.6,33.9,8.4,46,41.9,46.3,22.6,58.4,19.3,77.4,41.6,80.7,19.5,47.9,16.9,80.5,52.1,83.1,87.8,91.1,87.5,14.1,13.4,57.2,28.3,55.6,28.7,58.3,58.5,5.1,43,13.5,83.8,2.7,41.1,12.8
51121,Fatal Fentanyl and/or Heroin Overdose,0,51121,66,24.8,22.6,14079,25965,28839,34675,37134,48536,60474,67459,51.5,8.7,70.8,67,9.2,9.7,8.5,91.5,43.4,24.1,45.2,10.6,33.9,8.4,46,41.9,46.3,22.6,58.4,19.3,77.4,41.6,80.7,19.5,47.9,16.9,80.5,52.1,83.1,87.8,91.1,87.5,14.1,13.4,57.2,28.3,55.6,28.7,58.3,58.5,5.1,43,13.5,83.8,2.7,41.1,12.8
51121,Fatal Prescription Opioid Overdose,5.1,51121,66,24.8,22.6,14079,25965,28839,34675,37134,48536,60474,67459,51.5,8.7,70.8,67,9.2,9.7,8.5,91.5,43.4,24.1,45.2,10.6,33.9,8.4,46,41.9,46.3,22.6,58.4,19.3,77.4,41.6,80.7,19.5,47.9,16.9,80.5,52.1,83.1,87.8,91.1,87.5,14.1,13.4,57.2,28.3,55.6,28.7,58.3,58.5,5.1,43,13.5,83.8,2.7,41.1,12.8
51121,Neonatal Abstinance Syndrome,17.6,51121,66,24.8,22.6,14079,25965,28839,34675,37134,48536,60474,67459,51.5,8.7,70.8,67,9.2,9.7,8.5,91.5,43.4,24.1,45.2,10.6,33.9,8.4,46,41.9,46.3,22.6,58.4,19.3,77.4,41.6,80.7,19.5,47.9,16.9,80.5,52.1,83.1,87.8,91.1,87.5,14.1,13.4,57.2,28.3,55.6,28.7,58.3,58.5,5.1,43,13.5,83.8,2.7,41.1,12.8
51121,Reported Hepatitis C (1830 year olds),38.2,51121,66,24.8,22.6,14079,25965,28839,34675,37134,48536,60474,67459,51.5,8.7,70.8,67,9.2,9.7,8.5,91.5,43.4,24.1,45.2,10.6,33.9,8.4,46,41.9,46.3,22.6,58.4,19.3,77.4,41.6,80.7,19.5,47.9,16.9,80.5,52.1,83.1,87.8,91.1,87.5,14.1,13.4,57.2,28.3,55.6,28.7,58.3,58.5,5.1,43,13.5,83.8,2.7,41.1,12.8
51125,Diagnosed HIV,6.8,51125,26.7,14.7,14.5,1346,3111,3840,4735,5178,7968,10024,11711,27.6,6.1,43.5,37.4,14.5,14.4,11.2,88.8,44.3,33.5,45.7,18.7,33.2,16.9,36.9,33.3,37.4,14.5,54.1,9.5,85.5,45.9,90.5,26.5,43.7,24.4,73.5,56.3,75.6,86,59.1,89.4,24.9,15.5,32.9,31.9,51.3,42.2,52.6,59.3,5.4,43.7,18,79.9,3.9,31.2,18.2
51125,ED Heroin Overdose,0,51125,26.7,14.7,14.5,1346,3111,3840,4735,5178,7968,10024,11711,27.6,6.1,43.5,37.4,14.5,14.4,11.2,88.8,44.3,33.5,45.7,18.7,33.2,16.9,36.9,33.3,37.4,14.5,54.1,9.5,85.5,45.9,90.5,26.5,43.7,24.4,73.5,56.3,75.6,86,59.1,89.4,24.9,15.5,32.9,31.9,51.3,42.2,52.6,59.3,5.4,43.7,18,79.9,3.9,31.2,18.2
51125,ED Opioid Overdose,101.5,51125,26.7,14.7,14.5,1346,3111,3840,4735,5178,7968,10024,11711,27.6,6.1,43.5,37.4,14.5,14.4,11.2,88.8,44.3,33.5,45.7,18.7,33.2,16.9,36.9,33.3,37.4,14.5,54.1,9.5,85.5,45.9,90.5,26.5,43.7,24.4,73.5,56.3,75.6,86,59.1,89.4,24.9,15.5,32.9,31.9,51.3,42.2,52.6,59.3,5.4,43.7,18,79.9,3.9,31.2,18.2
51125,EMS Narcan,6.8,51125,26.7,14.7,14.5,1346,3111,3840,4735,5178,7968,10024,11711,27.6,6.1,43.5,37.4,14.5,14.4,11.2,88.8,44.3,33.5,45.7,18.7,33.2,16.9,36.9,33.3,37.4,14.5,54.1,9.5,85.5,45.9,90.5,26.5,43.7,24.4,73.5,56.3,75.6,86,59.1,89.4,24.9,15.5,32.9,31.9,51.3,42.2,52.6,59.3,5.4,43.7,18,79.9,3.9,31.2,18.2
51125,Fatal Fentanyl and/or Heroin Overdose,0,51125,26.7,14.7,14.5,1346,3111,3840,4735,5178,7968,10024,11711,27.6,6.1,43.5,37.4,14.5,14.4,11.2,88.8,44.3,33.5,45.7,18.7,33.2,16.9,36.9,33.3,37.4,14.5,54.1,9.5,85.5,45.9,90.5,26.5,43.7,24.4,73.5,56.3,75.6,86,59.1,89.4,24.9,15.5,32.9,31.9,51.3,42.2,52.6,59.3,5.4,43.7,18,79.9,3.9,31.2,18.2
51125,Fatal Prescription Opioid Overdose,0,51125,26.7,14.7,14.5,1346,3111,3840,4735,5178,7968,10024,11711,27.6,6.1,43.5,37.4,14.5,14.4,11.2,88.8,44.3,33.5,45.7,18.7,33.2,16.9,36.9,33.3,37.4,14.5,54.1,9.5,85.5,45.9,90.5,26.5,43.7,24.4,73.5,56.3,75.6,86,59.1,89.4,24.9,15.5,32.9,31.9,51.3,42.2,52.6,59.3,5.4,43.7,18,79.9,3.9,31.2,18.2
51125,Neonatal Abstinance Syndrome,7.9,51125,26.7,14.7,14.5,1346,3111,3840,4735,5178,7968,10024,11711,27.6,6.1,43.5,37.4,14.5,14.4,11.2,88.8,44.3,33.5,45.7,18.7,33.2,16.9,36.9,33.3,37.4,14.5,54.1,9.5,85.5,45.9,90.5,26.5,43.7,24.4,73.5,56.3,75.6,86,59.1,89.4,24.9,15.5,32.9,31.9,51.3,42.2,52.6,59.3,5.4,43.7,18,79.9,3.9,31.2,18.2
51125,Reported Hepatitis C (1830 year olds),0,51125,26.7,14.7,14.5,1346,3111,3840,4735,5178,7968,10024,11711,27.6,6.1,43.5,37.4,14.5,14.4,11.2,88.8,44.3,33.5,45.7,18.7,33.2,16.9,36.9,33.3,37.4,14.5,54.1,9.5,85.5,45.9,90.5,26.5,43.7,24.4,73.5,56.3,75.6,86,59.1,89.4,24.9,15.5,32.9,31.9,51.3,42.2,52.6,59.3,5.4,43.7,18,79.9,3.9,31.2,18.2
51127,Diagnosed HIV,0,51127,61.6,7,6.7,694,1835,2144,2356,2617,5400,9278,12278,18.9,3.5,36.9,22.7,10.9,10.5,7,93,63.6,24.4,66.5,14,44.7,11.7,22.5,30.9,21.8,6.6,46.5,3.6,93.4,53.5,96.4,24.1,46.1,22.4,75.9,53.9,77.6,85,74.2,85.9,33.6,11.4,37.9,25.5,60.9,28.5,63.1,69.4,5.6,55.2,15.7,84.5,4.5,45.8,12.8
51127,ED Heroin Overdose,14.7,51127,61.6,7,6.7,694,1835,2144,2356,2617,5400,9278,12278,18.9,3.5,36.9,22.7,10.9,10.5,7,93,63.6,24.4,66.5,14,44.7,11.7,22.5,30.9,21.8,6.6,46.5,3.6,93.4,53.5,96.4,24.1,46.1,22.4,75.9,53.9,77.6,85,74.2,85.9,33.6,11.4,37.9,25.5,60.9,28.5,63.1,69.4,5.6,55.2,15.7,84.5,4.5,45.8,12.8
51127,ED Opioid Overdose,68.7,51127,61.6,7,6.7,694,1835,2144,2356,2617,5400,9278,12278,18.9,3.5,36.9,22.7,10.9,10.5,7,93,63.6,24.4,66.5,14,44.7,11.7,22.5,30.9,21.8,6.6,46.5,3.6,93.4,53.5,96.4,24.1,46.1,22.4,75.9,53.9,77.6,85,74.2,85.9,33.6,11.4,37.9,25.5,60.9,28.5,63.1,69.4,5.6,55.2,15.7,84.5,4.5,45.8,12.8
51127,EMS Narcan,19.6,51127,61.6,7,6.7,694,1835,2144,2356,2617,5400,9278,12278,18.9,3.5,36.9,22.7,10.9,10.5,7,93,63.6,24.4,66.5,14,44.7,11.7,22.5,30.9,21.8,6.6,46.5,3.6,93.4,53.5,96.4,24.1,46.1,22.4,75.9,53.9,77.6,85,74.2,85.9,33.6,11.4,37.9,25.5,60.9,28.5,63.1,69.4,5.6,55.2,15.7,84.5,4.5,45.8,12.8
51127,Fatal Fentanyl and/or Heroin Overdose,4.9,51127,61.6,7,6.7,694,1835,2144,2356,2617,5400,9278,12278,18.9,3.5,36.9,22.7,10.9,10.5,7,93,63.6,24.4,66.5,14,44.7,11.7,22.5,30.9,21.8,6.6,46.5,3.6,93.4,53.5,96.4,24.1,46.1,22.4,75.9,53.9,77.6,85,74.2,85.9,33.6,11.4,37.9,25.5,60.9,28.5,63.1,69.4,5.6,55.2,15.7,84.5,4.5,45.8,12.8
51127,Fatal Prescription Opioid Overdose,0,51127,61.6,7,6.7,694,1835,2144,2356,2617,5400,9278,12278,18.9,3.5,36.9,22.7,10.9,10.5,7,93,63.6,24.4,66.5,14,44.7,11.7,22.5,30.9,21.8,6.6,46.5,3.6,93.4,53.5,96.4,24.1,46.1,22.4,75.9,53.9,77.6,85,74.2,85.9,33.6,11.4,37.9,25.5,60.9,28.5,63.1,69.4,5.6,55.2,15.7,84.5,4.5,45.8,12.8
51127,Neonatal Abstinance Syndrome,5.1,51127,61.6,7,6.7,694,1835,2144,2356,2617,5400,9278,12278,18.9,3.5,36.9,22.7,10.9,10.5,7,93,63.6,24.4,66.5,14,44.7,11.7,22.5,30.9,21.8,6.6,46.5,3.6,93.4,53.5,96.4,24.1,46.1,22.4,75.9,53.9,77.6,85,74.2,85.9,33.6,11.4,37.9,25.5,60.9,28.5,63.1,69.4,5.6,55.2,15.7,84.5,4.5,45.8,12.8
