Year,FIPS Code,Type,Rate
2012,51023,Fatal Fentanyl and/or Heroin Overdose,0
2012,51023,Fatal Prescription Opioid Overdose,3
2012,51023,Neonatal Abstinance Syndrome,8.9
2012,51023,Reported Hepatitis C (18-30 year olds),158.6
2012,51025,Diagnosed HIV,11.8
2012,51025,ED Heroin Overdose,
2012,51025,ED Opioid Overdose,
2012,51025,EMS Narcan,11.8
2012,51025,Fatal Fentanyl and/or Heroin Overdose,0
2012,51025,Fatal Prescription Opioid Overdose,0
2012,51025,Neonatal Abstinance Syndrome,6.3
2012,51025,Reported Hepatitis C (18-30 year olds),879.2
2012,51027,Diagnosed HIV,0
2012,51027,ED Heroin Overdose,
2012,51027,ED Opioid Overdose,
2012,51027,EMS Narcan,8.4
2012,51027,Fatal Fentanyl and/or Heroin Overdose,4.2
2012,51027,Fatal Prescription Opioid Overdose,46.1
2012,51027,Neonatal Abstinance Syndrome,9.6
2012,51027,Reported Hepatitis C (18-30 year olds),421.2
2012,51029,Diagnosed HIV,5.9
2012,51029,ED Heroin Overdose,
2012,51029,ED Opioid Overdose,
2012,51029,EMS Narcan,11.7
2012,51029,Fatal Fentanyl and/or Heroin Overdose,0
2012,51029,Fatal Prescription Opioid Overdose,0
2012,51029,Neonatal Abstinance Syndrome,5.6
2012,51029,Reported Hepatitis C (18-30 year olds),284.1
2012,51031,Diagnosed HIV,5.4
2012,51031,ED Heroin Overdose,
2012,51031,ED Opioid Overdose,
2012,51031,EMS Narcan,1.8
2012,51031,Fatal Fentanyl and/or Heroin Overdose,1.8
2012,51031,Fatal Prescription Opioid Overdose,1.8
2012,51031,Neonatal Abstinance Syndrome,2.1
2012,51031,Reported Hepatitis C (18-30 year olds),44.4
2012,51033,Diagnosed HIV,13.8
2012,51033,ED Heroin Overdose,
2012,51033,ED Opioid Overdose,
2012,51033,EMS Narcan,27.6
2012,51033,Fatal Fentanyl and/or Heroin Overdose,0
2012,51033,Fatal Prescription Opioid Overdose,0
2012,51033,Neonatal Abstinance Syndrome,12.9
2012,51033,Reported Hepatitis C (18-30 year olds),88.2
2012,51035,Diagnosed HIV,3.3
2012,51035,ED Heroin Overdose,
2012,51035,ED Opioid Overdose,
2012,51035,EMS Narcan,36.8
2012,51035,Fatal Fentanyl and/or Heroin Overdose,6.7
2012,51035,Fatal Prescription Opioid Overdose,10
2012,51035,Neonatal Abstinance Syndrome,0
2012,51035,Reported Hepatitis C (18-30 year olds),79.8
2012,51036,Diagnosed HIV,41.9
2012,51036,ED Heroin Overdose,
2012,51036,ED Opioid Overdose,
2012,51036,EMS Narcan,0
2012,51036,Fatal Fentanyl and/or Heroin Overdose,0
2012,51036,Fatal Prescription Opioid Overdose,0
2012,51036,Neonatal Abstinance Syndrome,0
2012,51036,Reported Hepatitis C (18-30 year olds),0
2012,51037,Diagnosed HIV,0
2012,51037,ED Heroin Overdose,
2012,51037,ED Opioid Overdose,
2012,51037,EMS Narcan,40.3
2012,51037,Fatal Fentanyl and/or Heroin Overdose,8.1
2012,51037,Fatal Prescription Opioid Overdose,0
2012,51037,Neonatal Abstinance Syndrome,7
2012,51037,Reported Hepatitis C (18-30 year olds),0
2012,51041,Diagnosed HIV,9.9
2012,51041,ED Heroin Overdose,
2012,51041,ED Opioid Overdose,
2012,51041,EMS Narcan,21.9
2012,51041,Fatal Fentanyl and/or Heroin Overdose,2.5
2012,51041,Fatal Prescription Opioid Overdose,3.4
2012,51041,Neonatal Abstinance Syndrome,3.5
2012,51041,Reported Hepatitis C (18-30 year olds),52.4
2012,51043,Diagnosed HIV,0
2012,51043,ED Heroin Overdose,
2012,51043,ED Opioid Overdose,
2012,51043,EMS Narcan,27.9
2012,51043,Fatal Fentanyl and/or Heroin Overdose,7
2012,51043,Fatal Prescription Opioid Overdose,7
2012,51043,Neonatal Abstinance Syndrome,0
2012,51043,Reported Hepatitis C (18-30 year olds),112.8
2012,51045,Diagnosed HIV,0
2012,51045,ED Heroin Overdose,
2012,51045,ED Opioid Overdose,
2012,51045,EMS Narcan,19.2
2012,51045,Fatal Fentanyl and/or Heroin Overdose,0
2012,51045,Fatal Prescription Opioid Overdose,0
2012,51045,Neonatal Abstinance Syndrome,27.8
2012,51045,Reported Hepatitis C (18-30 year olds),320.5
2012,51047,Diagnosed HIV,8.3
2012,51047,ED Heroin Overdose,
2012,51047,ED Opioid Overdose,
2012,51047,EMS Narcan,35.5
2012,51047,Fatal Fentanyl and/or Heroin Overdose,0
2012,51047,Fatal Prescription Opioid Overdose,4.2
2012,51047,Neonatal Abstinance Syndrome,16.8
2012,51047,Reported Hepatitis C (18-30 year olds),40.8
2012,51049,Diagnosed HIV,0
2012,51049,ED Heroin Overdose,
2012,51049,ED Opioid Overdose,
2012,51049,EMS Narcan,10.2
2012,51049,Fatal Fentanyl and/or Heroin Overdose,10.2
2012,51049,Fatal Prescription Opioid Overdose,0
2012,51049,Neonatal Abstinance Syndrome,0
2012,51049,Reported Hepatitis C (18-30 year olds),130.6
2012,51051,Diagnosed HIV,0
2012,51051,ED Heroin Overdose,
2012,51051,ED Opioid Overdose,
2012,51051,EMS Narcan,133.8
2012,51051,Fatal Fentanyl and/or Heroin Overdose,0
2012,51051,Fatal Prescription Opioid Overdose,31.9
2012,51051,Neonatal Abstinance Syndrome,12.3
2012,51051,Reported Hepatitis C (18-30 year olds),638.7
2012,51053,Diagnosed HIV,7.1
2012,51053,ED Heroin Overdose,
2012,51053,ED Opioid Overdose,
2012,51053,EMS Narcan,25
2012,51053,Fatal Fentanyl and/or Heroin Overdose,0
2012,51053,Fatal Prescription Opioid Overdose,0
2012,51053,Neonatal Abstinance Syndrome,3.9
2012,51053,Reported Hepatitis C (18-30 year olds),66.1
2012,51057,Diagnosed HIV,26.7
2012,51057,ED Heroin Overdose,
2012,51057,ED Opioid Overdose,
2012,51057,EMS Narcan,44.5
2012,51057,Fatal Fentanyl and/or Heroin Overdose,0
2012,51057,Fatal Prescription Opioid Overdose,0
2012,51057,Neonatal Abstinance Syndrome,0
2012,51057,Reported Hepatitis C (18-30 year olds),0
2012,51059,Diagnosed HIV,10.8
2012,51059,ED Heroin Overdose,
2012,51059,ED Opioid Overdose,
2012,51059,EMS Narcan,5.4
2012,51059,Fatal Fentanyl and/or Heroin Overdose,1.1
2012,51059,Fatal Prescription Opioid Overdose,3
2012,51059,Neonatal Abstinance Syndrome,1.5
2012,51059,Reported Hepatitis C (18-30 year olds),9.7
2012,51061,Diagnosed HIV,1.5
2012,51061,ED Heroin Overdose,
2012,51061,ED Opioid Overdose,
2012,51061,EMS Narcan,39.1
2012,51061,Fatal Fentanyl and/or Heroin Overdose,4.5
2012,51061,Fatal Prescription Opioid Overdose,4.5
2012,51061,Neonatal Abstinance Syndrome,4.4
2012,51061,Reported Hepatitis C (18-30 year olds),22.2
2012,51063,Diagnosed HIV,0
2012,51063,ED Heroin Overdose,
2012,51063,ED Opioid Overdose,
2012,51063,EMS Narcan,13
2012,51063,Fatal Fentanyl and/or Heroin Overdose,0
2012,51063,Fatal Prescription Opioid Overdose,6.5
2012,51063,Neonatal Abstinance Syndrome,7.1
2012,51063,Reported Hepatitis C (18-30 year olds),371.5
2012,51065,Diagnosed HIV,11.6
2012,51065,ED Heroin Overdose,
2012,51065,ED Opioid Overdose,
2012,51065,EMS Narcan,23.1
2012,51065,Fatal Fentanyl and/or Heroin Overdose,0
2012,51065,Fatal Prescription Opioid Overdose,0
2012,51065,Neonatal Abstinance Syndrome,0
2012,51065,Reported Hepatitis C (18-30 year olds),352.1
2012,51067,Diagnosed HIV,1.8
2012,51067,ED Heroin Overdose,
2012,51067,ED Opioid Overdose,
2012,51067,EMS Narcan,8.9
2012,51067,Fatal Fentanyl and/or Heroin Overdose,3.5
2012,51067,Fatal Prescription Opioid Overdose,8.9
2012,51067,Neonatal Abstinance Syndrome,15
2012,51067,Reported Hepatitis C (18-30 year olds),96.5
2012,51069,Diagnosed HIV,1.2
2012,51069,ED Heroin Overdose,
2012,51069,ED Opioid Overdose,
2012,51069,EMS Narcan,37.4
2012,51069,Fatal Fentanyl and/or Heroin Overdose,2.5
2012,51069,Fatal Prescription Opioid Overdose,0
2012,51069,Neonatal Abstinance Syndrome,11.9
2012,51069,Reported Hepatitis C (18-30 year olds),180.7
2012,51071,Diagnosed HIV,0
2012,51071,ED Heroin Overdose,
2012,51071,ED Opioid Overdose,
2012,51071,EMS Narcan,11.8
2012,51071,Fatal Fentanyl and/or Heroin Overdose,0
2012,51071,Fatal Prescription Opioid Overdose,35.4
2012,51071,Neonatal Abstinance Syndrome,10.6
2012,51071,Reported Hepatitis C (18-30 year olds),612.2
2012,51073,Diagnosed HIV,5.4
2012,51073,ED Heroin Overdose,
2012,51073,ED Opioid Overdose,
2012,51073,EMS Narcan,54.2
2012,51073,Fatal Fentanyl and/or Heroin Overdose,0
2012,51073,Fatal Prescription Opioid Overdose,2.7
2012,51073,Neonatal Abstinance Syndrome,8.5
2012,51073,Reported Hepatitis C (18-30 year olds),18.4
2012,51075,Diagnosed HIV,14.1
2012,51075,ED Heroin Overdose,
2012,51075,ED Opioid Overdose,
2012,51075,EMS Narcan,28.1
2012,51075,Fatal Fentanyl and/or Heroin Overdose,0
2012,51075,Fatal Prescription Opioid Overdose,4.7
2012,51075,Neonatal Abstinance Syndrome,0
2012,51075,Reported Hepatitis C (18-30 year olds),265.3
2012,51077,Diagnosed HIV,6.6
2012,51077,ED Heroin Overdose,
2012,51077,ED Opioid Overdose,
2012,51077,EMS Narcan,26.3
2012,51077,Fatal Fentanyl and/or Heroin Overdose,0
2012,51077,Fatal Prescription Opioid Overdose,13.2
2012,51077,Neonatal Abstinance Syndrome,0
2012,51077,Reported Hepatitis C (18-30 year olds),106.2
2012,51079,Diagnosed HIV,10.7
2012,51079,ED Heroin Overdose,
2012,51079,ED Opioid Overdose,
2012,51079,EMS Narcan,0
2012,51079,Fatal Fentanyl and/or Heroin Overdose,0
2012,51079,Fatal Prescription Opioid Overdose,5.3
2012,51079,Neonatal Abstinance Syndrome,4.2
2012,51079,Reported Hepatitis C (18-30 year olds),0
2012,51081,Diagnosed HIV,16.9
2012,51081,ED Heroin Overdose,
2012,51081,ED Opioid Overdose,
2012,51081,EMS Narcan,0
2012,51081,Fatal Fentanyl and/or Heroin Overdose,0
2012,51081,Fatal Prescription Opioid Overdose,0
2012,51081,Neonatal Abstinance Syndrome,0
2012,51081,Reported Hepatitis C (18-30 year olds),191.5
2012,51083,Diagnosed HIV,16.7
2012,51083,ED Heroin Overdose,
2012,51083,ED Opioid Overdose,
2012,51083,EMS Narcan,33.5
2012,51083,Fatal Fentanyl and/or Heroin Overdose,0
2012,51083,Fatal Prescription Opioid Overdose,0
2012,51083,Neonatal Abstinance Syndrome,5.9
2012,51083,Reported Hepatitis C (18-30 year olds),63.7
2012,51085,Diagnosed HIV,5
2012,51085,ED Heroin Overdose,
2012,51085,ED Opioid Overdose,
2012,51085,EMS Narcan,30.8
2012,51085,Fatal Fentanyl and/or Heroin Overdose,3
2012,51085,Fatal Prescription Opioid Overdose,3
2012,51085,Neonatal Abstinance Syndrome,1.2
2012,51085,Reported Hepatitis C (18-30 year olds),49.2
2012,51087,Diagnosed HIV,14.6
2012,51087,ED Heroin Overdose,
2012,51087,ED Opioid Overdose,
2012,51087,EMS Narcan,27.9
2012,51087,Fatal Fentanyl and/or Heroin Overdose,2.5
2012,51087,Fatal Prescription Opioid Overdose,3.8
2012,51087,Neonatal Abstinance Syndrome,4
2012,51087,Reported Hepatitis C (18-30 year olds),59.8
2012,51089,Diagnosed HIV,5.7
2012,51089,ED Heroin Overdose,
2012,51089,ED Opioid Overdose,
2012,51089,EMS Narcan,32.1
2012,51089,Fatal Fentanyl and/or Heroin Overdose,1.9
2012,51089,Fatal Prescription Opioid Overdose,15.1
2012,51089,Neonatal Abstinance Syndrome,4.1
2012,51089,Reported Hepatitis C (18-30 year olds),71.1
2012,51091,Diagnosed HIV,0
2012,51091,ED Heroin Overdose,
2012,51091,ED Opioid Overdose,
2012,51091,EMS Narcan,0
2012,51091,Fatal Fentanyl and/or Heroin Overdose,0
2012,51091,Fatal Prescription Opioid Overdose,0
2012,51091,Neonatal Abstinance Syndrome,0
2012,51091,Reported Hepatitis C (18-30 year olds),0
2012,51093,Diagnosed HIV,8.5
2012,51093,ED Heroin Overdose,
2012,51093,ED Opioid Overdose,
2012,51093,EMS Narcan,42.4
2012,51093,Fatal Fentanyl and/or Heroin Overdose,2.8
2012,51093,Fatal Prescription Opioid Overdose,2.8
2012,51093,Neonatal Abstinance Syndrome,0
2012,51093,Reported Hepatitis C (18-30 year olds),21.7
2012,51095,Diagnosed HIV,14.5
2012,51095,ED Heroin Overdose,
2012,51095,ED Opioid Overdose,
2012,51095,EMS Narcan,10.1
2012,51095,Fatal Fentanyl and/or Heroin Overdose,0
2012,51095,Fatal Prescription Opioid Overdose,1.4
2012,51095,Neonatal Abstinance Syndrome,1.4
2012,51095,Reported Hepatitis C (18-30 year olds),21.5
2012,51097,Diagnosed HIV,0
2012,51097,ED Heroin Overdose,
2012,51097,ED Opioid Overdose,
2012,51097,EMS Narcan,14.2
2012,51097,Fatal Fentanyl and/or Heroin Overdose,0
2012,51097,Fatal Prescription Opioid Overdose,0
2012,51097,Neonatal Abstinance Syndrome,0
2012,51097,Reported Hepatitis C (18-30 year olds),0
2012,51099,Diagnosed HIV,16.3
2012,51099,ED Heroin Overdose,
2012,51099,ED Opioid Overdose,
2012,51099,EMS Narcan,12.2
2012,51099,Fatal Fentanyl and/or Heroin Overdose,4.1
2012,51099,Fatal Prescription Opioid Overdose,16.3
2012,51099,Neonatal Abstinance Syndrome,3.1
2012,51099,Reported Hepatitis C (18-30 year olds),25.9
2012,51101,Diagnosed HIV,6.3
2012,51101,ED Heroin Overdose,
2012,51101,ED Opioid Overdose,
2012,51101,EMS Narcan,25
2012,51101,Fatal Fentanyl and/or Heroin Overdose,0
2012,51101,Fatal Prescription Opioid Overdose,6.3
2012,51101,Neonatal Abstinance Syndrome,0
2012,51101,Reported Hepatitis C (18-30 year olds),84.9
2012,51103,Diagnosed HIV,0
2012,51103,ED Heroin Overdose,
2012,51103,ED Opioid Overdose,
2012,51103,EMS Narcan,26.7
2012,51103,Fatal Fentanyl and/or Heroin Overdose,0
2012,51103,Fatal Prescription Opioid Overdose,0
2012,51103,Neonatal Abstinance Syndrome,0
2012,51103,Reported Hepatitis C (18-30 year olds),0
2012,51105,Diagnosed HIV,0
2012,51105,ED Heroin Overdose,
2012,51105,ED Opioid Overdose,
2012,51105,EMS Narcan,3.9
2012,51105,Fatal Fentanyl and/or Heroin Overdose,3.9
2012,51105,Fatal Prescription Opioid Overdose,15.7
2012,51105,Neonatal Abstinance Syndrome,33.7
2012,51105,Reported Hepatitis C (18-30 year olds),1126.5
2012,51107,Diagnosed HIV,4.2
2012,51107,ED Heroin Overdose,
2012,51107,ED Opioid Overdose,
2012,51107,EMS Narcan,13.4
2012,51107,Fatal Fentanyl and/or Heroin Overdose,0.6
2012,51107,Fatal Prescription Opioid Overdose,2.4
2012,51107,Neonatal Abstinance Syndrome,0.6
2012,51107,Reported Hepatitis C (18-30 year olds),30.9
2012,51109,Diagnosed HIV,9
2012,51109,ED Heroin Overdose,
2012,51109,ED Opioid Overdose,
2012,51109,EMS Narcan,47.9
2012,51109,Fatal Fentanyl and/or Heroin Overdose,6
2012,51109,Fatal Prescription Opioid Overdose,0
2012,51109,Neonatal Abstinance Syndrome,5.2
2012,51109,Reported Hepatitis C (18-30 year olds),21.9
2012,51111,Diagnosed HIV,0
2012,51111,ED Heroin Overdose,
2012,51111,ED Opioid Overdose,
2012,51111,EMS Narcan,7.9
2012,51111,Fatal Fentanyl and/or Heroin Overdose,0
2012,51111,Fatal Prescription Opioid Overdose,0
2012,51111,Neonatal Abstinance Syndrome,0
2012,51111,Reported Hepatitis C (18-30 year olds),0
2012,51113,Diagnosed HIV,0
2012,51113,ED Heroin Overdose,
2012,51113,ED Opioid Overdose,
2012,51113,EMS Narcan,0
2012,51113,Fatal Fentanyl and/or Heroin Overdose,0
2012,51113,Fatal Prescription Opioid Overdose,15.2
2012,51113,Neonatal Abstinance Syndrome,24.8
2012,51113,Reported Hepatitis C (18-30 year olds),0
2012,51115,Diagnosed HIV,11.3
2012,51115,ED Heroin Overdose,
2012,51115,ED Opioid Overdose,
2012,51115,EMS Narcan,33.8
2012,51115,Fatal Fentanyl and/or Heroin Overdose,0
2012,51115,Fatal Prescription Opioid Overdose,0
2012,51115,Neonatal Abstinance Syndrome,0
2012,51115,Reported Hepatitis C (18-30 year olds),0
2012,51117,Diagnosed HIV,12.6
2012,51117,ED Heroin Overdose,
2012,51117,ED Opioid Overdose,
2012,51117,EMS Narcan,9.4
2012,51117,Fatal Fentanyl and/or Heroin Overdose,0
2012,51117,Fatal Prescription Opioid Overdose,0
2012,51117,Neonatal Abstinance Syndrome,6.8
2012,51117,Reported Hepatitis C (18-30 year olds),120.4
2012,51119,Diagnosed HIV,0
2012,51119,ED Heroin Overdose,
2012,51119,ED Opioid Overdose,
2012,51119,EMS Narcan,37
2012,51119,Fatal Fentanyl and/or Heroin Overdose,0
2012,51119,Fatal Prescription Opioid Overdose,0
2012,51119,Neonatal Abstinance Syndrome,10.1
2012,51119,Reported Hepatitis C (18-30 year olds),76.4
2012,51121,Diagnosed HIV,7.4
2012,51121,ED Heroin Overdose,
2012,51121,ED Opioid Overdose,
2012,51121,EMS Narcan,11.6
2012,51121,Fatal Fentanyl and/or Heroin Overdose,0
2012,51121,Fatal Prescription Opioid Overdose,4.2
2012,51121,Neonatal Abstinance Syndrome,13.5
2012,51121,Reported Hepatitis C (18-30 year olds),61.3
2012,51125,Diagnosed HIV,0
2012,51125,ED Heroin Overdose,
2012,51125,ED Opioid Overdose,
2012,51125,EMS Narcan,47.2
2012,51125,Fatal Fentanyl and/or Heroin Overdose,0
2012,51125,Fatal Prescription Opioid Overdose,6.7
2012,51125,Neonatal Abstinance Syndrome,14.6
2012,51125,Reported Hepatitis C (18-30 year olds),0
2012,51127,Diagnosed HIV,10.4
2012,51127,ED Heroin Overdose,
2012,51127,ED Opioid Overdose,
2012,51127,EMS Narcan,5.2
2012,51127,Fatal Fentanyl and/or Heroin Overdose,0
2012,51127,Fatal Prescription Opioid Overdose,0
2012,51127,Neonatal Abstinance Syndrome,10.5
2012,51127,Reported Hepatitis C (18-30 year olds),345.9
2012,51131,Diagnosed HIV,0
2012,51131,ED Heroin Overdose,
2012,51131,ED Opioid Overdose,
2012,51131,EMS Narcan,0
2012,51131,Fatal Fentanyl and/or Heroin Overdose,0
2012,51131,Fatal Prescription Opioid Overdose,0
2012,51131,Neonatal Abstinance Syndrome,0
2012,51131,Reported Hepatitis C (18-30 year olds),0
2012,51133,Diagnosed HIV,0
2012,51133,ED Heroin Overdose,
2012,51133,ED Opioid Overdose,
2012,51133,EMS Narcan,24.3
2012,51133,Fatal Fentanyl and/or Heroin Overdose,0
2012,51133,Fatal Prescription Opioid Overdose,16.2
2012,51133,Neonatal Abstinance Syndrome,0
2012,51133,Reported Hepatitis C (18-30 year olds),230.8
2012,51135,Diagnosed HIV,12.6
2012,51135,ED Heroin Overdose,
2012,51135,ED Opioid Overdose,
2012,51135,EMS Narcan,19
2012,51135,Fatal Fentanyl and/or Heroin Overdose,0
2012,51135,Fatal Prescription Opioid Overdose,6.3
2012,51135,Neonatal Abstinance Syndrome,5.3
2012,51135,Reported Hepatitis C (18-30 year olds),75.7
2012,51137,Diagnosed HIV,2.9
2012,51137,ED Heroin Overdose,
2012,51137,ED Opioid Overdose,
2012,51137,EMS Narcan,2.9
2012,51137,Fatal Fentanyl and/or Heroin Overdose,2.9
2012,51137,Fatal Prescription Opioid Overdose,8.8
2012,51137,Neonatal Abstinance Syndrome,8.1
2012,51137,Reported Hepatitis C (18-30 year olds),86.4
2012,51139,Diagnosed HIV,0
2012,51139,ED Heroin Overdose,
2012,51139,ED Opioid Overdose,
2012,51139,EMS Narcan,16.7
2012,51139,Fatal Fentanyl and/or Heroin Overdose,4.2
2012,51139,Fatal Prescription Opioid Overdose,4.2
2012,51139,Neonatal Abstinance Syndrome,25.9
2012,51139,Reported Hepatitis C (18-30 year olds),150.5
2012,51141,Diagnosed HIV,0
2012,51141,ED Heroin Overdose,
2012,51141,ED Opioid Overdose,
2012,51141,EMS Narcan,27.1
2012,51141,Fatal Fentanyl and/or Heroin Overdose,5.4
2012,51141,Fatal Prescription Opioid Overdose,0
2012,51141,Neonatal Abstinance Syndrome,12.8
2012,51141,Reported Hepatitis C (18-30 year olds),93.7
2012,51143,Diagnosed HIV,12.7
2012,51143,ED Heroin Overdose,
2012,51143,ED Opioid Overdose,
2012,51143,EMS Narcan,3.2
2012,51143,Fatal Fentanyl and/or Heroin Overdose,3.2
2012,51143,Fatal Prescription Opioid Overdose,1.6
2012,51143,Neonatal Abstinance Syndrome,0
2012,51143,Reported Hepatitis C (18-30 year olds),119.5
2012,51145,Diagnosed HIV,10.7
2012,51145,ED Heroin Overdose,
2012,51145,ED Opioid Overdose,
2012,51145,EMS Narcan,17.8
2012,51145,Fatal Fentanyl and/or Heroin Overdose,0
2012,51145,Fatal Prescription Opioid Overdose,0
2012,51145,Neonatal Abstinance Syndrome,0
2012,51145,Reported Hepatitis C (18-30 year olds),440.5
2012,51147,Diagnosed HIV,17.2
2012,51147,ED Heroin Overdose,
2012,51147,ED Opioid Overdose,
2012,51147,EMS Narcan,12.9
2012,51147,Fatal Fentanyl and/or Heroin Overdose,4.3
2012,51147,Fatal Prescription Opioid Overdose,0
2012,51147,Neonatal Abstinance Syndrome,9.8
2012,51147,Reported Hepatitis C (18-30 year olds),0
2012,51149,Diagnosed HIV,2.7
2012,51149,ED Heroin Overdose,
2012,51149,ED Opioid Overdose,
2012,51149,EMS Narcan,5.4
2012,51149,Fatal Fentanyl and/or Heroin Overdose,0
2012,51149,Fatal Prescription Opioid Overdose,0
2012,51149,Neonatal Abstinance Syndrome,0
2012,51149,Reported Hepatitis C (18-30 year olds),89.8
2012,51153,Diagnosed HIV,10
2012,51153,ED Heroin Overdose,
2012,51153,ED Opioid Overdose,
2012,51153,EMS Narcan,4.6
2012,51153,Fatal Fentanyl and/or Heroin Overdose,2.3
2012,51153,Fatal Prescription Opioid Overdose,7.2
2012,51153,Neonatal Abstinance Syndrome,1.9
2012,51153,Reported Hepatitis C (18-30 year olds),20.1
2012,51155,Diagnosed HIV,2.9
2012,51155,ED Heroin Overdose,
2012,51155,ED Opioid Overdose,
2012,51155,EMS Narcan,0
2012,51155,Fatal Fentanyl and/or Heroin Overdose,0
2012,51155,Fatal Prescription Opioid Overdose,5.8
2012,51155,Neonatal Abstinance Syndrome,34.5
2012,51155,Reported Hepatitis C (18-30 year olds),539.5
2012,51157,Diagnosed HIV,0
2012,51157,ED Heroin Overdose,
2012,51157,ED Opioid Overdose,
2012,51157,EMS Narcan,40.2
2012,51157,Fatal Fentanyl and/or Heroin Overdose,0
2012,51157,Fatal Prescription Opioid Overdose,13.4
2012,51157,Neonatal Abstinance Syndrome,71.4
2012,51157,Reported Hepatitis C (18-30 year olds),0
2012,51159,Diagnosed HIV,11
2012,51159,ED Heroin Overdose,
2012,51159,ED Opioid Overdose,
2012,51159,EMS Narcan,11
2012,51159,Fatal Fentanyl and/or Heroin Overdose,0
2012,51159,Fatal Prescription Opioid Overdose,0
2012,51159,Neonatal Abstinance Syndrome,0
2012,51159,Reported Hepatitis C (18-30 year olds),142.5
2012,51161,Diagnosed HIV,9.7
2012,51161,ED Heroin Overdose,
2012,51161,ED Opioid Overdose,
2012,51161,EMS Narcan,25.8
2012,51161,Fatal Fentanyl and/or Heroin Overdose,2.2
2012,51161,Fatal Prescription Opioid Overdose,6.5
2012,51161,Neonatal Abstinance Syndrome,6.4
2012,51161,Reported Hepatitis C (18-30 year olds),212.1
2012,51163,Diagnosed HIV,13.4
2012,51163,ED Heroin Overdose,
2012,51163,ED Opioid Overdose,
2012,51163,EMS Narcan,8.9
2012,51163,Fatal Fentanyl and/or Heroin Overdose,0
2012,51163,Fatal Prescription Opioid Overdose,0
2012,51163,Neonatal Abstinance Syndrome,23
2012,51163,Reported Hepatitis C (18-30 year olds),0
2012,51165,Diagnosed HIV,2.6
2012,51165,ED Heroin Overdose,
2012,51165,ED Opioid Overdose,
2012,51165,EMS Narcan,19.4
2012,51165,Fatal Fentanyl and/or Heroin Overdose,1.3
2012,51165,Fatal Prescription Opioid Overdose,1.3
2012,51165,Neonatal Abstinance Syndrome,1.2
2012,51165,Reported Hepatitis C (18-30 year olds),133
2012,51167,Diagnosed HIV,0
2012,51167,ED Heroin Overdose,
2012,51167,ED Opioid Overdose,
2012,51167,EMS Narcan,24.6
2012,51167,Fatal Fentanyl and/or Heroin Overdose,0
2012,51167,Fatal Prescription Opioid Overdose,24.6
2012,51167,Neonatal Abstinance Syndrome,21.7
2012,51167,Reported Hepatitis C (18-30 year olds),643.2
2012,51169,Diagnosed HIV,0
2012,51169,ED Heroin Overdose,
2012,51169,ED Opioid Overdose,
2012,51169,EMS Narcan,35.1
2012,51169,Fatal Fentanyl and/or Heroin Overdose,4.4
2012,51169,Fatal Prescription Opioid Overdose,0
2012,51169,Neonatal Abstinance Syndrome,0
2012,51169,Reported Hepatitis C (18-30 year olds),381.3
2012,51171,Diagnosed HIV,2.3
2012,51171,ED Heroin Overdose,
2012,51171,ED Opioid Overdose,
2012,51171,EMS Narcan,30.5
2012,51171,Fatal Fentanyl and/or Heroin Overdose,7
2012,51171,Fatal Prescription Opioid Overdose,11.7
2012,51171,Neonatal Abstinance Syndrome,4.1
2012,51171,Reported Hepatitis C (18-30 year olds),100
2012,51173,Diagnosed HIV,0
2012,51173,ED Heroin Overdose,
2012,51173,ED Opioid Overdose,
2012,51173,EMS Narcan,15.8
2012,51173,Fatal Fentanyl and/or Heroin Overdose,0
2012,51173,Fatal Prescription Opioid Overdose,15.8
2012,51173,Neonatal Abstinance Syndrome,13.9
2012,51173,Reported Hepatitis C (18-30 year olds),424.8
2012,51175,Diagnosed HIV,0
2012,51175,ED Heroin Overdose,
2012,51175,ED Opioid Overdose,
2012,51175,EMS Narcan,27.2
2012,51175,Fatal Fentanyl and/or Heroin Overdose,0
2012,51175,Fatal Prescription Opioid Overdose,0
2012,51175,Neonatal Abstinance Syndrome,0
2012,51175,Reported Hepatitis C (18-30 year olds),0
2012,51177,Diagnosed HIV,8.8
2012,51177,ED Heroin Overdose,
2012,51177,ED Opioid Overdose,
2012,51177,EMS Narcan,26.3
2012,51177,Fatal Fentanyl and/or Heroin Overdose,4
2012,51177,Fatal Prescription Opioid Overdose,7.2
2012,51177,Neonatal Abstinance Syndrome,5.4
2012,51177,Reported Hepatitis C (18-30 year olds),94.5
2012,51179,Diagnosed HIV,4.5
2012,51179,ED Heroin Overdose,
2012,51179,ED Opioid Overdose,
2012,51179,EMS Narcan,32.7
2012,51179,Fatal Fentanyl and/or Heroin Overdose,0.7
2012,51179,Fatal Prescription Opioid Overdose,4.5
2012,51179,Neonatal Abstinance Syndrome,4.2
2012,51179,Reported Hepatitis C (18-30 year olds),104
2012,51181,Diagnosed HIV,14.6
2012,51181,ED Heroin Overdose,
2012,51181,ED Opioid Overdose,
2012,51181,EMS Narcan,14.6
2012,51181,Fatal Fentanyl and/or Heroin Overdose,0
2012,51181,Fatal Prescription Opioid Overdose,0
2012,51181,Neonatal Abstinance Syndrome,0
2012,51181,Reported Hepatitis C (18-30 year olds),0
2012,51183,Diagnosed HIV,8.4
2012,51183,ED Heroin Overdose,
2012,51183,ED Opioid Overdose,
2012,51183,EMS Narcan,41.8
2012,51183,Fatal Fentanyl and/or Heroin Overdose,0
