Year,FIPS Code,Locality,Source,Type,Case Count Display,Rate,VDH Health District,VDH Health District Case Count Display,VDH Health District Case Rate,VDH Health Region,VDH Health Region Case Count Display,VDH Health Region Case Rate,Virginia Hospital & Healthcare Preparedness Region,Virginia Hospital & Healthcare Preparedness Region Case Count Display,Virginia Hospital & Healthcare Preparedness Region Case Rate,Virginia Department of Emergency Management Region,Virginia Department of Emergency Management Region Case Count Display,Virginia Department of Emergency Management Region Case Rate,Community Service Board,Community Service Board Case Count Display,Community Service Board Case Rate,Virginia State Police Division,Virginia State Police Division Case Count Display,Virginia State Police Division Case Rate,Virginia State,Virginia State Case Count Display,Virginia State Case Rate
2012,51053,Dinwiddie,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,*,1.3,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,District 19 Community Services Board,*,1.7,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51057,Essex,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Richmond,46,3.6,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51059,Fairfax,OD Death,Fatal Prescription Opioid Overdose,34,3,Fairfax,37,3.2,Northern,92,3.9,Northern,117,4.2,Northern Virginia,98,4,Fairfax- Falls Church Community Services Board,37,3.2,VSP Division 7,92,3.9,Virginia State,435,5.2
2012,51061,Fauquier,OD Death,Fatal Prescription Opioid Overdose,*,4.5,Rappahannock Rapidan,11,6.5,Northwest,74,5.8,Northern,117,4.2,Culpeper,45,6.9,Rappahannock-Rapidan Community Services Board,11,6.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51063,Floyd,OD Death,Fatal Prescription Opioid Overdose,*,6.5,New River,15,8.4,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,New River Valley Community Services,15,8.4,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51065,Fluvanna,OD Death,Fatal Prescription Opioid Overdose,0,0,Thomas Jefferson,5,2.1,Northwest,74,5.8,Northwest,49,5.7,Central Virginia,31,4.1,Region Ten Community Services Board,5,2.1,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51067,Franklin County,OD Death,Fatal Prescription Opioid Overdose,5,8.9,West Piedmont,14,9.9,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Piedmont Community Services,14,9.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51069,Frederick,OD Death,Fatal Prescription Opioid Overdose,0,0,Lord Fairfax,17,7.5,Northwest,74,5.8,Northwest,49,5.7,Culpeper,45,6.9,Northwestern Community Services,17,7.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51071,Giles,OD Death,Fatal Prescription Opioid Overdose,6,35.4,New River,15,8.4,Southwest,154,11.4,Near Southwest,75,7.6,Southwest,92,19.7,New River Valley Community Services,15,8.4,VSP Division 4,90,20,Virginia State,435,5.2
2012,51073,Gloucester,OD Death,Fatal Prescription Opioid Overdose,*,2.7,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51075,Goochland,OD Death,Fatal Prescription Opioid Overdose,*,4.7,Chickahominy,*,2.7,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,Goochland-Powhatan Community Services,*,2,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51077,Grayson,OD Death,Fatal Prescription Opioid Overdose,*,13.2,Mount Rogers,28,14.5,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Mount Rogers Community Services Board,16,13.4,VSP Division 4,90,20,Virginia State,435,5.2
2012,51079,Greene,OD Death,Fatal Prescription Opioid Overdose,*,5.3,Thomas Jefferson,5,2.1,Northwest,74,5.8,Northwest,49,5.7,Culpeper,45,6.9,Region Ten Community Services Board,5,2.1,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51081,Greensville,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,*,1.3,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,District 19 Community Services Board,*,1.7,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51083,Halifax,OD Death,Fatal Prescription Opioid Overdose,0,0,Southside,0,0,Central,45,3.2,Central,45,3.2,Central Virginia,31,4.1,Southside Community Services Board,0,0,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51085,Hanover,OD Death,Fatal Prescription Opioid Overdose,*,3,Chickahominy,*,2.7,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,Hanover County Community Services Board,*,3,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51087,Henrico,OD Death,Fatal Prescription Opioid Overdose,12,3.8,Henrico,12,3.8,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,Henrico Area Mental Health and Developmental Services,12,3.5,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51089,Henry,OD Death,Fatal Prescription Opioid Overdose,8,15.1,West Piedmont,14,9.9,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Piedmont Community Services,14,9.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51091,Highland,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Shenandoah,19,6.6,Northwest,74,5.8,Northwest,49,5.7,Roanoke Area,54,7.2,Valley Community Services Board,14,11.6,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51093,Isle of Wight,OD Death,Fatal Prescription Opioid Overdose,*,2.8,Western Tidewater,5,3.4,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Western Tidewater Community Services Board,5,3.4,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51095,James City,OD Death,Fatal Prescription Opioid Overdose,*,1.4,Peninsula,10,2.9,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Colonial Behavioral Health,*,1.2,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51097,King and Queen,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Richmond,46,3.6,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51099,King George,OD Death,Fatal Prescription Opioid Overdose,*,16.3,Rappahannock,22,6.5,Northwest,74,5.8,Northern,117,4.2,Culpeper,45,6.9,Rappahannock Area Community Services Board,22,6.5,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51101,King William,OD Death,Fatal Prescription Opioid Overdose,*,6.3,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Richmond,46,3.6,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51103,Lancaster,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51105,Lee,OD Death,Fatal Prescription Opioid Overdose,*,15.7,Lenowisco,16,17.2,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Planning District One Behavioral Health Services,16,17.2,VSP Division 4,90,20,Virginia State,435,5.2
2012,51107,Loudoun,OD Death,Fatal Prescription Opioid Overdose,8,2.4,Loudoun,8,2.4,Northern,92,3.9,Northern,117,4.2,Northern Virginia,98,4,"Loudoun County MH, SA and Developmental Services",8,2.4,VSP Division 7,92,3.9,Virginia State,435,5.2
2012,51109,Louisa,OD Death,Fatal Prescription Opioid Overdose,0,0,Thomas Jefferson,5,2.1,Northwest,74,5.8,Northwest,49,5.7,Culpeper,45,6.9,Region Ten Community Services Board,5,2.1,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51111,Lunenburg,OD Death,Fatal Prescription Opioid Overdose,0,0,Piedmont,*,1.9,Central,45,3.2,Central,45,3.2,Central Virginia,31,4.1,Crossroads Community Services Board,*,1.9,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51113,Madison,OD Death,Fatal Prescription Opioid Overdose,*,15.2,Rappahannock Rapidan,11,6.5,Northwest,74,5.8,Northwest,49,5.7,Culpeper,45,6.9,Rappahannock-Rapidan Community Services Board,11,6.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51115,Mathews,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51117,Mecklenburg,OD Death,Fatal Prescription Opioid Overdose,0,0,Southside,0,0,Central,45,3.2,Central,45,3.2,Central Virginia,31,4.1,Southside Community Services Board,0,0,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51119,Middlesex,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51121,Montgomery,OD Death,Fatal Prescription Opioid Overdose,*,4.2,New River,15,8.4,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,New River Valley Community Services,15,8.4,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51125,Nelson,OD Death,Fatal Prescription Opioid Overdose,*,6.7,Thomas Jefferson,5,2.1,Northwest,74,5.8,Northwest,49,5.7,Central Virginia,31,4.1,Region Ten Community Services Board,5,2.1,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51127,New Kent,OD Death,Fatal Prescription Opioid Overdose,0,0,Chickahominy,*,2.7,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,Henrico Area Mental Health and Developmental Services,12,3.5,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51131,Northampton,OD Death,Fatal Prescription Opioid Overdose,0,0,Eastern Shore,*,8.8,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Eastern Shore Community Services Board,*,8.8,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51133,Northumberland,OD Death,Fatal Prescription Opioid Overdose,*,16.2,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51135,Nottoway,OD Death,Fatal Prescription Opioid Overdose,*,6.3,Piedmont,*,1.9,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,Crossroads Community Services Board,*,1.9,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51137,Orange,OD Death,Fatal Prescription Opioid Overdose,*,8.8,Rappahannock Rapidan,11,6.5,Northwest,74,5.8,Northwest,49,5.7,Culpeper,45,6.9,Rappahannock-Rapidan Community Services Board,11,6.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51139,Page,OD Death,Fatal Prescription Opioid Overdose,*,4.2,Lord Fairfax,17,7.5,Northwest,74,5.8,Northwest,49,5.7,Culpeper,45,6.9,Northwestern Community Services,17,7.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51141,Patrick,OD Death,Fatal Prescription Opioid Overdose,0,0,West Piedmont,14,9.9,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Piedmont Community Services,14,9.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51143,Pittsylvania,OD Death,Fatal Prescription Opioid Overdose,*,1.6,Pittsylvania-Danville,*,1.9,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Danville-Pittsylvania Community Services,*,1.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51145,Powhatan,OD Death,Fatal Prescription Opioid Overdose,0,0,Chesterfield,12,3.2,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,Goochland-Powhatan Community Services,*,2,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51147,Prince Edward,OD Death,Fatal Prescription Opioid Overdose,0,0,Piedmont,*,1.9,Central,45,3.2,Central,45,3.2,Central Virginia,31,4.1,Crossroads Community Services Board,*,1.9,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51149,Prince George,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,*,1.3,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,District 19 Community Services Board,*,1.7,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51153,Prince William,OD Death,Fatal Prescription Opioid Overdose,31,7.2,Prince William,36,7.4,Northern,92,3.9,Northern,117,4.2,Northern Virginia,98,4,Prince William County Community Services Board,36,7.4,VSP Division 7,92,3.9,Virginia State,435,5.2
2012,51155,Pulaski,OD Death,Fatal Prescription Opioid Overdose,*,5.8,New River,15,8.4,Southwest,154,11.4,Near Southwest,75,7.6,Southwest,92,19.7,New River Valley Community Services,15,8.4,VSP Division 4,90,20,Virginia State,435,5.2
2012,51157,Rappahannock,OD Death,Fatal Prescription Opioid Overdose,*,13.4,Rappahannock Rapidan,11,6.5,Northwest,74,5.8,Northwest,49,5.7,Culpeper,45,6.9,Rappahannock-Rapidan Community Services Board,11,6.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51159,Richmond County,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Richmond,46,3.6,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51161,Roanoke County,OD Death,Fatal Prescription Opioid Overdose,6,6.5,Alleghany,13,7.3,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Blue Ridge Behavioral Healthcare,25,9.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51163,Rockbridge,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Shenandoah,19,6.6,Northwest,74,5.8,Northwest,49,5.7,Roanoke Area,54,7.2,Rockbridge Area Community Services,*,4.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51165,Rockingham,OD Death,Fatal Prescription Opioid Overdose,*,1.3,Central Shenandoah,19,6.6,Northwest,74,5.8,Northwest,49,5.7,Central Virginia,31,4.1,Harrisonburg-Rockingham Community Services Board,*,2.3,VSP Division 2,49,6,Virginia State,435,5.2
2012,51167,Russell,OD Death,Fatal Prescription Opioid Overdose,7,24.6,Cumberland Plateau,38,33.8,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Cumberland Mountain Community Services,33,34.2,VSP Division 4,90,20,Virginia State,435,5.2
2012,51169,Scott,OD Death,Fatal Prescription Opioid Overdose,0,0,Lenowisco,16,17.2,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Planning District One Behavioral Health Services,16,17.2,VSP Division 4,90,20,Virginia State,435,5.2
2012,51171,Shenandoah,OD Death,Fatal Prescription Opioid Overdose,5,11.7,Lord Fairfax,17,7.5,Northwest,74,5.8,Northwest,49,5.7,Culpeper,45,6.9,Northwestern Community Services,17,7.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51173,Smyth,OD Death,Fatal Prescription Opioid Overdose,5,15.8,Mount Rogers,28,14.5,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Mount Rogers Community Services Board,16,13.4,VSP Division 4,90,20,Virginia State,435,5.2
2012,51175,Southampton,OD Death,Fatal Prescription Opioid Overdose,0,0,Western Tidewater,5,3.4,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Western Tidewater Community Services Board,5,3.4,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51177,Spotsylvania,OD Death,Fatal Prescription Opioid Overdose,9,7.2,Rappahannock,22,6.5,Northwest,74,5.8,Northern,117,4.2,Culpeper,45,6.9,Rappahannock Area Community Services Board,22,6.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51179,Stafford,OD Death,Fatal Prescription Opioid Overdose,6,4.5,Rappahannock,22,6.5,Northwest,74,5.8,Northern,117,4.2,Northern Virginia,98,4,Rappahannock Area Community Services Board,22,6.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51181,Surry,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,*,1.3,Central,45,3.2,Central,45,3.2,Tidewater,63,3.5,District 19 Community Services Board,*,1.7,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51183,Sussex,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,*,1.3,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,District 19 Community Services Board,*,1.7,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51185,Tazewell,OD Death,Fatal Prescription Opioid Overdose,15,33.9,Cumberland Plateau,38,33.8,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Cumberland Mountain Community Services,33,34.2,VSP Division 4,90,20,Virginia State,435,5.2
2012,51187,Warren,OD Death,Fatal Prescription Opioid Overdose,7,18.4,Lord Fairfax,17,7.5,Northwest,74,5.8,Northwest,49,5.7,Culpeper,45,6.9,Northwestern Community Services,17,7.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51191,Washington,OD Death,Fatal Prescription Opioid Overdose,7,12.7,Mount Rogers,28,14.5,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Highlands Community Services,12,16.5,VSP Division 4,90,20,Virginia State,435,5.2
2012,51193,Westmoreland,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,*,2.8,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Middle Peninsula-Northern Neck Community Services Board,*,2.8,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51195,Wise,OD Death,Fatal Prescription Opioid Overdose,12,29.3,Lenowisco,16,17.2,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Planning District One Behavioral Health Services,16,17.2,VSP Division 4,90,20,Virginia State,435,5.2
2012,51197,Wythe,OD Death,Fatal Prescription Opioid Overdose,6,20.5,Mount Rogers,28,14.5,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Mount Rogers Community Services Board,16,13.4,VSP Division 4,90,20,Virginia State,435,5.2
2012,51199,York,OD Death,Fatal Prescription Opioid Overdose,0,0,Peninsula,10,2.9,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Colonial Behavioral Health,*,1.2,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51510,Alexandria,OD Death,Fatal Prescription Opioid Overdose,5,3.4,Alexandria,5,3.4,Northern,92,3.9,Northern,117,4.2,Northern Virginia,98,4,Alexandria Community Services Board,5,3.4,VSP Division 7,92,3.9,Virginia State,435,5.2
2012,51520,Bristol,OD Death,Fatal Prescription Opioid Overdose,5,28.3,Mount Rogers,28,14.5,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Highlands Community Services,12,16.5,VSP Division 4,90,20,Virginia State,435,5.2
2012,51530,Buena Vista City,OD Death,Fatal Prescription Opioid Overdose,*,29.8,Central Shenandoah,19,6.6,Northwest,74,5.8,Northwest,49,5.7,Roanoke Area,54,7.2,Rockbridge Area Community Services,*,4.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51540,Charlottesville,OD Death,Fatal Prescription Opioid Overdose,*,2.3,Thomas Jefferson,5,2.1,Northwest,74,5.8,Northwest,49,5.7,Central Virginia,31,4.1,Region Ten Community Services Board,5,2.1,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51550,Chesapeake,OD Death,Fatal Prescription Opioid Overdose,*,1.8,Chesapeake,*,1.8,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Chesapeake Integrated Behavioral Healthcare,*,1.8,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51570,Colonial Heights,OD Death,Fatal Prescription Opioid Overdose,*,5.7,Chesterfield,12,3.2,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,District 19 Community Services Board,*,1.7,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51580,Covington,OD Death,Fatal Prescription Opioid Overdose,0,0,Alleghany,13,7.3,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Alleghany Highlands Community Services Board,*,9.1,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51590,Danville,OD Death,Fatal Prescription Opioid Overdose,*,2.3,Pittsylvania-Danville,*,1.9,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Danville-Pittsylvania Community Services,*,1.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51595,Emporia,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,*,1.3,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,District 19 Community Services Board,*,1.7,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51600,Fairfax City,OD Death,Fatal Prescription Opioid Overdose,*,12.8,Fairfax,37,3.2,Northern,92,3.9,Northern,117,4.2,Northern Virginia,98,4,Fairfax- Falls Church Community Services Board,37,3.2,VSP Division 7,92,3.9,Virginia State,435,5.2
2012,51610,Falls Church,OD Death,Fatal Prescription Opioid Overdose,0,0,Fairfax,37,3.2,Northern,92,3.9,Northern,117,4.2,Northern Virginia,98,4,Fairfax- Falls Church Community Services Board,37,3.2,VSP Division 7,92,3.9,Virginia State,435,5.2
2012,51620,Franklin City,OD Death,Fatal Prescription Opioid Overdose,0,0,Western Tidewater,5,3.4,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Western Tidewater Community Services Board,5,3.4,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51630,Fredericksburg,OD Death,Fatal Prescription Opioid Overdose,*,11,Rappahannock,22,6.5,Northwest,74,5.8,Northern,117,4.2,Culpeper,45,6.9,Rappahannock Area Community Services Board,22,6.5,VSP Division 2,49,6,Virginia State,435,5.2
2012,51640,Galax,OD Death,Fatal Prescription Opioid Overdose,0,0,Mount Rogers,28,14.5,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Mount Rogers Community Services Board,16,13.4,VSP Division 4,90,20,Virginia State,435,5.2
2012,51650,Hampton,OD Death,Fatal Prescription Opioid Overdose,*,2.2,Hampton,*,2.2,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Hampton-Newport News Community Services Board,11,3.5,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51660,Harrisonburg,OD Death,Fatal Prescription Opioid Overdose,*,3.9,Central Shenandoah,19,6.6,Northwest,74,5.8,Northwest,49,5.7,Central Virginia,31,4.1,Harrisonburg-Rockingham Community Services Board,*,2.3,VSP Division 2,49,6,Virginia State,435,5.2
2012,51670,Hopewell,OD Death,Fatal Prescription Opioid Overdose,*,4.5,Crater,*,1.3,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,District 19 Community Services Board,*,1.7,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51678,Lexington,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Shenandoah,19,6.6,Northwest,74,5.8,Northwest,49,5.7,Roanoke Area,54,7.2,Rockbridge Area Community Services,*,4.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51680,Lynchburg,OD Death,Fatal Prescription Opioid Overdose,7,9.1,Central Virginia,14,5.5,Southwest,154,11.4,Near Southwest,75,7.6,Central Virginia,31,4.1,Horizon Behavioral Health ,14,5.5,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51683,Manassas City,OD Death,Fatal Prescription Opioid Overdose,5,12.3,Prince William,36,7.4,Northern,92,3.9,Northern,117,4.2,Northern Virginia,98,4,Prince William County Community Services Board,36,7.4,VSP Division 7,92,3.9,Virginia State,435,5.2
2012,51685,Manassas Park,OD Death,Fatal Prescription Opioid Overdose,0,0,Prince William,36,7.4,Northern,92,3.9,Northern,117,4.2,Northern Virginia,98,4,Prince William County Community Services Board,36,7.4,VSP Division 7,92,3.9,Virginia State,435,5.2
2012,51690,Martinsville,OD Death,Fatal Prescription Opioid Overdose,*,7.3,West Piedmont,14,9.9,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Piedmont Community Services,14,9.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51700,Newport News,OD Death,Fatal Prescription Opioid Overdose,8,4.4,Peninsula,10,2.9,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Hampton-Newport News Community Services Board,11,3.5,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51710,Norfolk,OD Death,Fatal Prescription Opioid Overdose,15,6.1,Norfolk,15,6.1,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Norfolk Community Services Board,15,6.1,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51720,Norton,OD Death,Fatal Prescription Opioid Overdose,0,0,Lenowisco,16,17.2,Southwest,154,11.4,Far Southwest,79,21.5,Southwest,92,19.7,Planning District One Behavioral Health Services,16,17.2,VSP Division 4,90,20,Virginia State,435,5.2
2012,51730,Petersburg,OD Death,Fatal Prescription Opioid Overdose,*,3.1,Crater,*,1.3,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,District 19 Community Services Board,*,1.7,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51735,Poquoson,OD Death,Fatal Prescription Opioid Overdose,0,0,Peninsula,10,2.9,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Colonial Behavioral Health,*,1.2,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51740,Portsmouth,OD Death,Fatal Prescription Opioid Overdose,*,4.1,Portsmouth,*,4.1,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Portsmouth Department of Behavioral Healthcare Services,*,4.1,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51750,Radford,OD Death,Fatal Prescription Opioid Overdose,*,12,New River,15,8.4,Southwest,154,11.4,Near Southwest,75,7.6,Southwest,92,19.7,New River Valley Community Services,15,8.4,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51760,Richmond City,OD Death,Fatal Prescription Opioid Overdose,13,6.2,Richmond,13,6.2,Central,45,3.2,Central,45,3.2,Richmond,46,3.6,Richmond Behavioral Health Authority,13,6.2,VSP Division 1,52,3.8,Virginia State,435,5.2
2012,51770,Roanoke City,OD Death,Fatal Prescription Opioid Overdose,14,14.4,Roanoke,14,14.4,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Blue Ridge Behavioral Healthcare,25,9.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51775,Salem,OD Death,Fatal Prescription Opioid Overdose,*,16,Alleghany,13,7.3,Southwest,154,11.4,Near Southwest,75,7.6,Roanoke Area,54,7.2,Blue Ridge Behavioral Healthcare,25,9.9,VSP Division 6,56,7.3,Virginia State,435,5.2
2012,51790,Staunton,OD Death,Fatal Prescription Opioid Overdose,*,4.2,Central Shenandoah,19,6.6,Northwest,74,5.8,Northwest,49,5.7,Central Virginia,31,4.1,Valley Community Services Board,14,11.6,VSP Division 3,29,4.5,Virginia State,435,5.2
2012,51800,Suffolk,OD Death,Fatal Prescription Opioid Overdose,*,4.7,Western Tidewater,5,3.4,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Western Tidewater Community Services Board,5,3.4,VSP Division 5,61,3.4,Virginia State,435,5.2
2012,51810,Virginia Beach,OD Death,Fatal Prescription Opioid Overdose,15,3.4,Virginia Beach,15,3.4,Eastern,64,3.5,Eastern,64,3.5,Tidewater,63,3.5,Virginia Beach Community Services Board,15,3.4,VSP Division 5,61,3.4,Virginia State,435,5.2
