EST_HC4_VC43,"Estimate; Not Hispanic or Latino, one race - White alone; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC5_VC43,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC6_VC43,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC7_VC43,"Estimate; Not Hispanic or Latino, one race - Asian alone; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC8_VC43,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC9_VC43,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC10_VC43,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC11_VC43,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC12_VC43,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC13_VC43,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $35,000 to $49,999 - Total, both sexes - Number"
EST_HC14_VC43,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $35,000 to $49,999 - Total, both sexes - Number"
EST_HC15_VC43,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $35,000 to $49,999 - Total, both sexes - Number"
EST_HC16_VC43,"Estimate; Balance of not Hispanic or Latino; $35,000 to $49,999 - Total, both sexes - Number"
EST_HC1_VC44,"Estimate; Total, race and ethnicity; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC2_VC44,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC3_VC44,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC4_VC44,"Estimate; Not Hispanic or Latino, one race - White alone; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC5_VC44,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC6_VC44,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC7_VC44,"Estimate; Not Hispanic or Latino, one race - Asian alone; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC8_VC44,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC9_VC44,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC10_VC44,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC11_VC44,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC12_VC44,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC13_VC44,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC14_VC44,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC15_VC44,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC16_VC44,"Estimate; Balance of not Hispanic or Latino; $35,000 to $49,999 - Total, both sexes - Percent"
EST_HC1_VC46,"Estimate; Total, race and ethnicity; $35,000 to $49,999 - Male - Number"
EST_HC2_VC46,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $35,000 to $49,999 - Male - Number"
EST_HC3_VC46,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $35,000 to $49,999 - Male - Number"
EST_HC4_VC46,"Estimate; Not Hispanic or Latino, one race - White alone; $35,000 to $49,999 - Male - Number"
EST_HC5_VC46,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $35,000 to $49,999 - Male - Number"
EST_HC6_VC46,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $35,000 to $49,999 - Male - Number"
EST_HC7_VC46,"Estimate; Not Hispanic or Latino, one race - Asian alone; $35,000 to $49,999 - Male - Number"
EST_HC8_VC46,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $35,000 to $49,999 - Male - Number"
EST_HC9_VC46,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $35,000 to $49,999 - Male - Number"
EST_HC10_VC46,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $35,000 to $49,999 - Male - Number"
EST_HC11_VC46,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $35,000 to $49,999 - Male - Number"
EST_HC12_VC46,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $35,000 to $49,999 - Male - Number"
EST_HC13_VC46,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $35,000 to $49,999 - Male - Number"
EST_HC14_VC46,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $35,000 to $49,999 - Male - Number"
EST_HC15_VC46,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $35,000 to $49,999 - Male - Number"
EST_HC16_VC46,"Estimate; Balance of not Hispanic or Latino; $35,000 to $49,999 - Male - Number"
EST_HC1_VC47,"Estimate; Total, race and ethnicity; $35,000 to $49,999 - Male - Percent"
EST_HC2_VC47,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $35,000 to $49,999 - Male - Percent"
EST_HC3_VC47,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $35,000 to $49,999 - Male - Percent"
EST_HC4_VC47,"Estimate; Not Hispanic or Latino, one race - White alone; $35,000 to $49,999 - Male - Percent"
EST_HC5_VC47,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $35,000 to $49,999 - Male - Percent"
EST_HC6_VC47,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $35,000 to $49,999 - Male - Percent"
EST_HC7_VC47,"Estimate; Not Hispanic or Latino, one race - Asian alone; $35,000 to $49,999 - Male - Percent"
EST_HC8_VC47,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $35,000 to $49,999 - Male - Percent"
EST_HC9_VC47,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $35,000 to $49,999 - Male - Percent"
EST_HC10_VC47,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $35,000 to $49,999 - Male - Percent"
EST_HC11_VC47,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $35,000 to $49,999 - Male - Percent"
EST_HC12_VC47,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $35,000 to $49,999 - Male - Percent"
EST_HC13_VC47,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $35,000 to $49,999 - Male - Percent"
EST_HC14_VC47,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $35,000 to $49,999 - Male - Percent"
EST_HC15_VC47,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $35,000 to $49,999 - Male - Percent"
EST_HC16_VC47,"Estimate; Balance of not Hispanic or Latino; $35,000 to $49,999 - Male - Percent"
EST_HC1_VC49,"Estimate; Total, race and ethnicity; $35,000 to $49,999 - Female - Number"
EST_HC2_VC49,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $35,000 to $49,999 - Female - Number"
EST_HC3_VC49,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $35,000 to $49,999 - Female - Number"
EST_HC4_VC49,"Estimate; Not Hispanic or Latino, one race - White alone; $35,000 to $49,999 - Female - Number"
EST_HC5_VC49,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $35,000 to $49,999 - Female - Number"
EST_HC6_VC49,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $35,000 to $49,999 - Female - Number"
EST_HC7_VC49,"Estimate; Not Hispanic or Latino, one race - Asian alone; $35,000 to $49,999 - Female - Number"
EST_HC8_VC49,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $35,000 to $49,999 - Female - Number"
EST_HC9_VC49,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $35,000 to $49,999 - Female - Number"
EST_HC10_VC49,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $35,000 to $49,999 - Female - Number"
EST_HC11_VC49,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $35,000 to $49,999 - Female - Number"
EST_HC12_VC49,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $35,000 to $49,999 - Female - Number"
EST_HC13_VC49,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $35,000 to $49,999 - Female - Number"
EST_HC14_VC49,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $35,000 to $49,999 - Female - Number"
EST_HC15_VC49,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $35,000 to $49,999 - Female - Number"
EST_HC16_VC49,"Estimate; Balance of not Hispanic or Latino; $35,000 to $49,999 - Female - Number"
EST_HC1_VC50,"Estimate; Total, race and ethnicity; $35,000 to $49,999 - Female - Percent"
EST_HC2_VC50,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $35,000 to $49,999 - Female - Percent"
EST_HC3_VC50,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $35,000 to $49,999 - Female - Percent"
EST_HC4_VC50,"Estimate; Not Hispanic or Latino, one race - White alone; $35,000 to $49,999 - Female - Percent"
EST_HC5_VC50,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $35,000 to $49,999 - Female - Percent"
EST_HC6_VC50,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $35,000 to $49,999 - Female - Percent"
EST_HC7_VC50,"Estimate; Not Hispanic or Latino, one race - Asian alone; $35,000 to $49,999 - Female - Percent"
EST_HC8_VC50,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $35,000 to $49,999 - Female - Percent"
EST_HC9_VC50,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $35,000 to $49,999 - Female - Percent"
EST_HC10_VC50,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $35,000 to $49,999 - Female - Percent"
EST_HC11_VC50,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $35,000 to $49,999 - Female - Percent"
EST_HC12_VC50,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $35,000 to $49,999 - Female - Percent"
EST_HC13_VC50,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $35,000 to $49,999 - Female - Percent"
EST_HC14_VC50,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $35,000 to $49,999 - Female - Percent"
EST_HC15_VC50,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $35,000 to $49,999 - Female - Percent"
EST_HC16_VC50,"Estimate; Balance of not Hispanic or Latino; $35,000 to $49,999 - Female - Percent"
EST_HC1_VC53,"Estimate; Total, race and ethnicity; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC2_VC53,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC3_VC53,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC4_VC53,"Estimate; Not Hispanic or Latino, one race - White alone; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC5_VC53,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC6_VC53,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC7_VC53,"Estimate; Not Hispanic or Latino, one race - Asian alone; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC8_VC53,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC9_VC53,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC10_VC53,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC11_VC53,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC12_VC53,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC13_VC53,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $50,000 to $74,999 - Total, both sexes - Number"
EST_HC14_VC53,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $50,000 to $74,999 - Total, both sexes - Number"
EST_HC15_VC53,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $50,000 to $74,999 - Total, both sexes - Number"
EST_HC16_VC53,"Estimate; Balance of not Hispanic or Latino; $50,000 to $74,999 - Total, both sexes - Number"
EST_HC1_VC54,"Estimate; Total, race and ethnicity; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC2_VC54,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC3_VC54,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC4_VC54,"Estimate; Not Hispanic or Latino, one race - White alone; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC5_VC54,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC6_VC54,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC7_VC54,"Estimate; Not Hispanic or Latino, one race - Asian alone; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC8_VC54,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC9_VC54,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC10_VC54,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC11_VC54,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC12_VC54,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC13_VC54,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC14_VC54,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC15_VC54,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC16_VC54,"Estimate; Balance of not Hispanic or Latino; $50,000 to $74,999 - Total, both sexes - Percent"
EST_HC1_VC56,"Estimate; Total, race and ethnicity; $50,000 to $74,999 - Male - Number"
EST_HC2_VC56,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $50,000 to $74,999 - Male - Number"
EST_HC3_VC56,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $50,000 to $74,999 - Male - Number"
EST_HC4_VC56,"Estimate; Not Hispanic or Latino, one race - White alone; $50,000 to $74,999 - Male - Number"
EST_HC5_VC56,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $50,000 to $74,999 - Male - Number"
EST_HC6_VC56,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $50,000 to $74,999 - Male - Number"
EST_HC7_VC56,"Estimate; Not Hispanic or Latino, one race - Asian alone; $50,000 to $74,999 - Male - Number"
EST_HC8_VC56,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $50,000 to $74,999 - Male - Number"
EST_HC9_VC56,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $50,000 to $74,999 - Male - Number"
EST_HC10_VC56,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $50,000 to $74,999 - Male - Number"
EST_HC11_VC56,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $50,000 to $74,999 - Male - Number"
EST_HC12_VC56,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $50,000 to $74,999 - Male - Number"
EST_HC13_VC56,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $50,000 to $74,999 - Male - Number"
EST_HC14_VC56,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $50,000 to $74,999 - Male - Number"
EST_HC15_VC56,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $50,000 to $74,999 - Male - Number"
EST_HC16_VC56,"Estimate; Balance of not Hispanic or Latino; $50,000 to $74,999 - Male - Number"
EST_HC1_VC57,"Estimate; Total, race and ethnicity; $50,000 to $74,999 - Male - Percent"
EST_HC2_VC57,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $50,000 to $74,999 - Male - Percent"
EST_HC3_VC57,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $50,000 to $74,999 - Male - Percent"
EST_HC4_VC57,"Estimate; Not Hispanic or Latino, one race - White alone; $50,000 to $74,999 - Male - Percent"
EST_HC5_VC57,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $50,000 to $74,999 - Male - Percent"
EST_HC6_VC57,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $50,000 to $74,999 - Male - Percent"
EST_HC7_VC57,"Estimate; Not Hispanic or Latino, one race - Asian alone; $50,000 to $74,999 - Male - Percent"
EST_HC8_VC57,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $50,000 to $74,999 - Male - Percent"
EST_HC9_VC57,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $50,000 to $74,999 - Male - Percent"
EST_HC10_VC57,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $50,000 to $74,999 - Male - Percent"
EST_HC11_VC57,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $50,000 to $74,999 - Male - Percent"
EST_HC12_VC57,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $50,000 to $74,999 - Male - Percent"
EST_HC13_VC57,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $50,000 to $74,999 - Male - Percent"
EST_HC14_VC57,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $50,000 to $74,999 - Male - Percent"
EST_HC15_VC57,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $50,000 to $74,999 - Male - Percent"
EST_HC16_VC57,"Estimate; Balance of not Hispanic or Latino; $50,000 to $74,999 - Male - Percent"
EST_HC1_VC59,"Estimate; Total, race and ethnicity; $50,000 to $74,999 - Female - Number"
EST_HC2_VC59,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $50,000 to $74,999 - Female - Number"
EST_HC3_VC59,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $50,000 to $74,999 - Female - Number"
EST_HC4_VC59,"Estimate; Not Hispanic or Latino, one race - White alone; $50,000 to $74,999 - Female - Number"
EST_HC5_VC59,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $50,000 to $74,999 - Female - Number"
EST_HC6_VC59,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $50,000 to $74,999 - Female - Number"
EST_HC7_VC59,"Estimate; Not Hispanic or Latino, one race - Asian alone; $50,000 to $74,999 - Female - Number"
EST_HC8_VC59,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $50,000 to $74,999 - Female - Number"
EST_HC9_VC59,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $50,000 to $74,999 - Female - Number"
EST_HC10_VC59,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $50,000 to $74,999 - Female - Number"
EST_HC11_VC59,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $50,000 to $74,999 - Female - Number"
EST_HC12_VC59,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $50,000 to $74,999 - Female - Number"
EST_HC13_VC59,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $50,000 to $74,999 - Female - Number"
EST_HC14_VC59,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $50,000 to $74,999 - Female - Number"
EST_HC15_VC59,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $50,000 to $74,999 - Female - Number"
EST_HC16_VC59,"Estimate; Balance of not Hispanic or Latino; $50,000 to $74,999 - Female - Number"
EST_HC1_VC60,"Estimate; Total, race and ethnicity; $50,000 to $74,999 - Female - Percent"
EST_HC2_VC60,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $50,000 to $74,999 - Female - Percent"
EST_HC3_VC60,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $50,000 to $74,999 - Female - Percent"
EST_HC4_VC60,"Estimate; Not Hispanic or Latino, one race - White alone; $50,000 to $74,999 - Female - Percent"
EST_HC5_VC60,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $50,000 to $74,999 - Female - Percent"
EST_HC6_VC60,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $50,000 to $74,999 - Female - Percent"
EST_HC7_VC60,"Estimate; Not Hispanic or Latino, one race - Asian alone; $50,000 to $74,999 - Female - Percent"
EST_HC8_VC60,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $50,000 to $74,999 - Female - Percent"
EST_HC9_VC60,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $50,000 to $74,999 - Female - Percent"
EST_HC10_VC60,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $50,000 to $74,999 - Female - Percent"
EST_HC11_VC60,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $50,000 to $74,999 - Female - Percent"
EST_HC12_VC60,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $50,000 to $74,999 - Female - Percent"
EST_HC13_VC60,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $50,000 to $74,999 - Female - Percent"
EST_HC14_VC60,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $50,000 to $74,999 - Female - Percent"
EST_HC15_VC60,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $50,000 to $74,999 - Female - Percent"
EST_HC16_VC60,"Estimate; Balance of not Hispanic or Latino; $50,000 to $74,999 - Female - Percent"
EST_HC1_VC63,"Estimate; Total, race and ethnicity; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC2_VC63,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC3_VC63,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC4_VC63,"Estimate; Not Hispanic or Latino, one race - White alone; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC5_VC63,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC6_VC63,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC7_VC63,"Estimate; Not Hispanic or Latino, one race - Asian alone; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC8_VC63,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC9_VC63,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC10_VC63,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC11_VC63,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC12_VC63,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC13_VC63,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $75,000 to $99,999 - Total, both sexes - Number"
EST_HC14_VC63,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $75,000 to $99,999 - Total, both sexes - Number"
EST_HC15_VC63,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $75,000 to $99,999 - Total, both sexes - Number"
EST_HC16_VC63,"Estimate; Balance of not Hispanic or Latino; $75,000 to $99,999 - Total, both sexes - Number"
EST_HC1_VC64,"Estimate; Total, race and ethnicity; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC2_VC64,"Estimate; Hispanic or Latino - White alone Hispanic or Latino; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC3_VC64,"Estimate; Hispanic or Latino - All other Hispanic or Latino; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC4_VC64,"Estimate; Not Hispanic or Latino, one race - White alone; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC5_VC64,"Estimate; Not Hispanic or Latino, one race - Black or African American alone; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC6_VC64,"Estimate; Not Hispanic or Latino, one race - American Indian and Alaska Native alone; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC7_VC64,"Estimate; Not Hispanic or Latino, one race - Asian alone; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC8_VC64,"Estimate; Not Hispanic or Latino, one race - Native Hawaiian and Other Pacific Islander alone ; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC9_VC64,"Estimate; Not Hispanic or Latino, two or more races - White and Black; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC10_VC64,"Estimate; Not Hispanic or Latino, two or more races - White and AIAN; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC11_VC64,"Estimate; Not Hispanic or Latino, two or more races - White and Asian; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC12_VC64,"Estimate; Not Hispanic or Latino, two or more races - Black and AIAN; $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC13_VC64,"Estimate; Not Hispanic or Latino, two or more races - NHPI and White (Hawaii only); $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC14_VC64,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian (Hawaii only); $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC15_VC64,"Estimate; Not Hispanic or Latino, two or more races - NHPI and Asian and White (Hawaii only); $75,000 to $99,999 - Total, both sexes - Percent"
EST_HC16_VC64,"Estimate; Balance of not Hispanic or Latino; $75,000 to $99,999 - Total, both sexes - Percent"
