,Year,County,Drug,DeathByYear,Rate,GEOID
2335,2013,Hanover County,Cocaine,0,0,51085
2336,2013,Harrisonburg City,Cocaine,0,0,51660
2337,2013,Henrico County,Cocaine,1,0.31,51087
2338,2013,Henry County,Cocaine,2,3.8,51089
2339,2013,Highland County,Cocaine,0,0,51091
2340,2013,Hopewell City,Cocaine,0,0,51670
2341,2013,Isle of Wight County,Cocaine,0,0,51093
2342,2013,James City County,Cocaine,0,0,51095
2343,2013,King and Queen County,Cocaine,0,0,51097
2344,2013,King George County,Cocaine,0,0,51099
2345,2013,King William County,Cocaine,0,0,51101
2346,2013,Lancaster County,Cocaine,0,0,51103
2347,2013,Lee County,Cocaine,1,3.97,51105
2348,2013,Lexington City,Cocaine,0,0,51678
2349,2013,Loudoun County,Cocaine,2,0.57,51107
2350,2013,Louisa County,Cocaine,0,0,51109
2351,2013,Lunenburg County,Cocaine,0,0,51111
2352,2013,Lynchburg City,Cocaine,1,1.28,51680
2353,2013,Madison County,Cocaine,0,0,51113
2354,2013,Manassas City,Cocaine,0,0,51683
2355,2013,Manassas Park City,Cocaine,0,0,51685
2356,2013,Martinsville City,Cocaine,2,14.54,51690
2357,2013,Mathews County,Cocaine,0,0,51115
2358,2013,Mecklenburg County,Cocaine,0,0,51117
2359,2013,Middlesex County,Cocaine,0,0,51119
2360,2013,Montgomery County,Cocaine,1,1.04,51121
2361,2013,Nelson County,Cocaine,0,0,51125
2362,2013,New Kent County,Cocaine,0,0,51127
2363,2013,Newport News City,Cocaine,4,2.2,51700
2364,2013,Norfolk City,Cocaine,7,2.84,51710
2365,2013,Northampton County,Cocaine,0,0,51131
2366,2013,Northumberland County,Cocaine,0,0,51133
2367,2013,Norton City,Cocaine,0,0,51720
2368,2013,Nottoway County,Cocaine,0,0,51135
2369,2013,Orange County,Cocaine,3,8.65,51137
2370,2013,Page County,Cocaine,0,0,51139
2371,2013,Patrick County,Cocaine,1,5.44,51141
2372,2013,Petersburg City,Cocaine,1,3.07,51730
2373,2013,Pittsylvania County,Cocaine,4,6.41,51143
2374,2013,Poquoson City,Cocaine,0,0,51735
2375,2013,Portsmouth City,Cocaine,4,4.16,51740
2376,2013,Powhatan County,Cocaine,0,0,51145
2377,2013,Prince Edward County,Cocaine,0,0,51147
2378,2013,Prince George County,Cocaine,1,2.68,51149
2379,2013,Prince William County,Cocaine,6,1.37,51153
2380,2013,Pulaski County,Cocaine,1,2.9,51155
2381,2013,Radford City,Cocaine,0,0,51750
2382,2013,Rappahannock County,Cocaine,0,0,51157
2383,2013,Richmond City,Cocaine,10,4.67,51760
2384,2013,Richmond County,Cocaine,0,0,51760
2385,2013,Roanoke City,Cocaine,7,7.11,51770
2386,2013,Roanoke County,Cocaine,2,2.14,51770
2387,2013,Rockbridge County,Cocaine,1,4.48,51163
2388,2013,Rockingham County,Cocaine,0,0,51165
2389,2013,Russell County,Cocaine,1,3.54,51167
2390,2013,Salem City,Cocaine,0,0,51775
2391,2013,Scott County,Cocaine,0,0,51169
2392,2013,Shenandoah County,Cocaine,0,0,51171
2393,2013,Smyth County,Cocaine,0,0,51173
2394,2013,Southampton County,Cocaine,0,0,51175
2395,2013,Spotsylvania County,Cocaine,1,0.79,51177
2396,2013,Stafford County,Cocaine,2,1.46,51179
2397,2013,Staunton City,Cocaine,0,0,51790
2398,2013,Suffolk City,Cocaine,0,0,51800
2399,2013,Surry County,Cocaine,0,0,51181
2400,2013,Sussex County,Cocaine,0,0,51183
2401,2013,Tazewell County,Cocaine,0,0,51185
2402,2013,Virginia Beach City,Cocaine,12,2.68,51810
2403,2013,Warren County,Cocaine,0,0,51187
2404,2013,Washington County,Cocaine,0,0,51191
2405,2013,Waynesboro City,Cocaine,0,0,51820
2406,2013,Westmoreland County,Cocaine,0,0,51193
2407,2013,Williamsburg City,Cocaine,1,6.58,51830
2408,2013,Winchester City,Cocaine,0,0,51840
2409,2013,Wise County,Cocaine,0,0,51195
2410,2013,Wythe County,Cocaine,0,0,51197
2411,2013,York County,Cocaine,2,3.02,51199
2412,2014,Accomack County,Cocaine,1,3.03,51001
2413,2014,Albemarle County,Cocaine,0,0,51003
2414,2014,Alexandria City,Cocaine,1,0.66,51510
2415,2014,Alleghany County,Cocaine,0,0,51005
2416,2014,Amelia County,Cocaine,0,0,51007
2417,2014,Amherst County,Cocaine,0,0,51009
2418,2014,Appomattox County,Cocaine,0,0,51011
2419,2014,Arlington County,Cocaine,2,0.88,51013
2420,2014,Augusta County,Cocaine,1,1.35,51015
2421,2014,Bath County,Cocaine,0,0,51017
2422,2014,Bedford City,Cocaine,,,51019
2423,2014,Bedford County,Cocaine,1,1.31,51019
2424,2014,Bland County,Cocaine,1,15.09,51021
2425,2014,Botetourt County,Cocaine,1,3.02,51023
2426,2014,Bristol City,Cocaine,0,0,51520
2427,2014,Brunswick County,Cocaine,0,0,51025
2428,2014,Buchanan County,Cocaine,0,0,51027
2429,2014,Buckingham County,Cocaine,0,0,51029
2430,2014,Buena Vista City,Cocaine,0,0,51530
2431,2014,Campbell County,Cocaine,1,1.82,51031
2432,2014,Caroline County,Cocaine,0,0,51033
2433,2014,Carroll County,Cocaine,0,0,51035
2434,2014,Charles City County,Cocaine,0,0,51036
2435,2014,Charlotte County,Cocaine,0,0,51037
2436,2014,Charlottesville City,Cocaine,1,2.19,51540
2437,2014,Chesapeake City,Cocaine,13,5.57,51550
2438,2014,Chesterfield County,Cocaine,2,0.6,51041
2439,2014,Clarke County,Cocaine,0,0,51043
2440,2014,Colonial Heights City,Cocaine,0,0,51570
2441,2014,Covington City,Cocaine,0,0,51580
2442,2014,Craig County,Cocaine,0,0,51045
2443,2014,Culpeper County,Cocaine,4,8.14,51047
2444,2014,Cumberland County,Cocaine,0,0,51049
2445,2014,Danville City,Cocaine,5,11.78,51590
2446,2014,Dickenson County,Cocaine,0,0,51051
2447,2014,Dinwiddie County,Cocaine,1,3.59,51053
2448,2014,Emporia City,Cocaine,0,0,51595
2449,2014,Essex County,Cocaine,0,0,51057
2450,2014,Fairfax City,Cocaine,0,0,51600
2451,2014,Fairfax County,Cocaine,4,0.35,51059
2452,2014,Falls Church City,Cocaine,0,0,51610
2453,2014,Fauquier County,Cocaine,2,2.93,51061
2454,2014,Floyd County,Cocaine,0,0,51063
2455,2014,Fluvanna County,Cocaine,0,0,51065
2456,2014,Franklin City,Cocaine,1,11.73,51620
2457,2014,Franklin County,Cocaine,1,1.77,51620
2458,2014,Frederick County,Cocaine,4,4.86,51069
2459,2014,Fredericksburg City,Cocaine,1,3.53,51630
2460,2014,Galax City,Cocaine,0,0,51640
2461,2014,Giles County,Cocaine,0,0,51071
2462,2014,Gloucester County,Cocaine,0,0,51073
2463,2014,Goochland County,Cocaine,0,0,51075
2464,2014,Grayson County,Cocaine,0,0,51077
2465,2014,Greene County,Cocaine,0,0,51079
2466,2014,Greensville County,Cocaine,0,0,51081
2467,2014,Halifax County,Cocaine,0,0,51083
2468,2014,Hampton City,Cocaine,2,1.46,51650
2469,2014,Hanover County,Cocaine,0,0,51085
2470,2014,Harrisonburg City,Cocaine,1,1.91,51660
2471,2014,Henrico County,Cocaine,5,1.55,51087
2472,2014,Henry County,Cocaine,1,1.92,51089
2473,2014,Highland County,Cocaine,0,0,51091
2474,2014,Hopewell City,Cocaine,1,4.51,51670
2475,2014,Isle of Wight County,Cocaine,1,2.78,51093
2476,2014,James City County,Cocaine,2,2.76,51095
2477,2014,King and Queen County,Cocaine,0,0,51097
2478,2014,King George County,Cocaine,0,0,51099
2479,2014,King William County,Cocaine,0,0,51101
2480,2014,Lancaster County,Cocaine,0,0,51103
2481,2014,Lee County,Cocaine,0,0,51105
2482,2014,Lexington City,Cocaine,0,0,51678
2483,2014,Loudoun County,Cocaine,2,0.55,51107
2484,2014,Louisa County,Cocaine,0,0,51109
2485,2014,Lunenburg County,Cocaine,0,0,51111
2486,2014,Lynchburg City,Cocaine,1,1.27,51680
2487,2014,Madison County,Cocaine,0,0,51113
2488,2014,Manassas City,Cocaine,1,2.38,51683
2489,2014,Manassas Park City,Cocaine,0,0,51685
2490,2014,Martinsville City,Cocaine,1,7.29,51690
2491,2014,Mathews County,Cocaine,0,0,51115
2492,2014,Mecklenburg County,Cocaine,2,6.41,51117
2493,2014,Middlesex County,Cocaine,0,0,51119
2494,2014,Montgomery County,Cocaine,1,1.03,51121
2495,2014,Nelson County,Cocaine,0,0,51125
2496,2014,New Kent County,Cocaine,0,0,51127
2497,2014,Newport News City,Cocaine,6,3.28,51700
2498,2014,Norfolk City,Cocaine,5,2.04,51710
2499,2014,Northampton County,Cocaine,0,0,51131
2500,2014,Northumberland County,Cocaine,1,8.16,51133
2501,2014,Norton City,Cocaine,0,0,51720
2502,2014,Nottoway County,Cocaine,1,6.42,51135
2503,2014,Orange County,Cocaine,2,5.71,51137
2504,2014,Page County,Cocaine,0,0,51139
2505,2014,Patrick County,Cocaine,0,0,51141
2506,2014,Petersburg City,Cocaine,0,0,51730
2507,2014,Pittsylvania County,Cocaine,1,1.6,51143
2508,2014,Poquoson City,Cocaine,0,0,51735
2509,2014,Portsmouth City,Cocaine,8,8.33,51740
2510,2014,Powhatan County,Cocaine,0,0,51145
2511,2014,Prince Edward County,Cocaine,0,0,51147
2512,2014,Prince George County,Cocaine,1,2.68,51149
2513,2014,Prince William County,Cocaine,10,2.24,51153
2514,2014,Pulaski County,Cocaine,1,2.91,51155
2515,2014,Radford City,Cocaine,0,0,51750
2516,2014,Rappahannock County,Cocaine,0,0,51157
2517,2014,Richmond City,Cocaine,10,4.59,51760
2518,2014,Richmond County,Cocaine,0,0,51760
2519,2014,Roanoke City,Cocaine,9,9.05,51770
2520,2014,Roanoke County,Cocaine,3,3.2,51770
2521,2014,Rockbridge County,Cocaine,0,0,51163
2522,2014,Rockingham County,Cocaine,0,0,51165
2523,2014,Russell County,Cocaine,0,0,51167
2524,2014,Salem City,Cocaine,0,0,51775
2525,2014,Scott County,Cocaine,0,0,51169
2526,2014,Shenandoah County,Cocaine,1,2.32,51171
2527,2014,Smyth County,Cocaine,0,0,51173
2528,2014,Southampton County,Cocaine,0,0,51175
2529,2014,Spotsylvania County,Cocaine,0,0,51177
2530,2014,Stafford County,Cocaine,0,0,51179
2531,2014,Staunton City,Cocaine,1,4.08,51790
2532,2014,Suffolk City,Cocaine,2,2.3,51800
2533,2014,Surry County,Cocaine,0,0,51181
2534,2014,Sussex County,Cocaine,1,8.5,51183
2535,2014,Tazewell County,Cocaine,0,0,51185
2536,2014,Virginia Beach City,Cocaine,10,2.22,51810
2537,2014,Warren County,Cocaine,1,2.56,51187
2538,2014,Washington County,Cocaine,0,0,51191
2539,2014,Waynesboro City,Cocaine,0,0,51820
2540,2014,Westmoreland County,Cocaine,0,0,51193
2541,2014,Williamsburg City,Cocaine,0,0,51830
2542,2014,Winchester City,Cocaine,2,7.26,51840
2543,2014,Wise County,Cocaine,0,0,51195
2544,2014,Wythe County,Cocaine,0,0,51197
2545,2014,York County,Cocaine,0,0,51199
2546,2015,Accomack County,Cocaine,0,0,51001
2547,2015,Albemarle County,Cocaine,0,0,51003
2548,2015,Alexandria City,Cocaine,1,0.63,51510
2549,2015,Alleghany County,Cocaine,0,0,51005
2550,2015,Amelia County,Cocaine,0,0,51007
2551,2015,Amherst County,Cocaine,2,6.24,51009
2552,2015,Appomattox County,Cocaine,0,0,51011
2553,2015,Arlington County,Cocaine,3,1.28,51013
2554,2015,Augusta County,Cocaine,0,0,51015
2555,2015,Bath County,Cocaine,0,0,51017
2556,2015,Bedford City,Cocaine,,,51019
2557,2015,Bedford County,Cocaine,2,2.58,51019
2558,2015,Bland County,Cocaine,0,0,51021
2559,2015,Botetourt County,Cocaine,0,0,51023
2560,2015,Bristol City,Cocaine,0,0,51520
2561,2015,Brunswick County,Cocaine,0,0,51025
2562,2015,Buchanan County,Cocaine,0,0,51027
2563,2015,Buckingham County,Cocaine,0,0,51029
2564,2015,Buena Vista City,Cocaine,0,0,51530
2565,2015,Campbell County,Cocaine,1,1.78,51031
2566,2015,Caroline County,Cocaine,0,0,51033
2567,2015,Carroll County,Cocaine,0,0,51035
2568,2015,Charles City County,Cocaine,0,0,51036
2569,2015,Charlotte County,Cocaine,0,0,51037
2570,2015,Charlottesville City,Cocaine,2,4.15,51540
2571,2015,Chesapeake City,Cocaine,12,5.04,51550
2572,2015,Chesterfield County,Cocaine,4,1.2,51041
2573,2015,Clarke County,Cocaine,0,0,51043
2574,2015,Colonial Heights City,Cocaine,0,0,51570
2575,2015,Covington City,Cocaine,1,16.13,51580
2576,2015,Craig County,Cocaine,0,0,51045
2577,2015,Culpeper County,Cocaine,2,4.09,51047
2578,2015,Cumberland County,Cocaine,0,0,51049
2579,2015,Danville City,Cocaine,1,2.35,51590
2580,2015,Dickenson County,Cocaine,0,0,51051
2581,2015,Dinwiddie County,Cocaine,1,3.48,51053
2582,2015,Emporia City,Cocaine,0,0,51595
2583,2015,Essex County,Cocaine,0,0,51057
2584,2015,Fairfax City,Cocaine,3,12.93,51600
2585,2015,Fairfax County,Cocaine,13,1.15,51059
2586,2015,Falls Church City,Cocaine,0,0,51610
2587,2015,Fauquier County,Cocaine,1,1.47,51061
2588,2015,Floyd County,Cocaine,0,0,51063
2589,2015,Fluvanna County,Cocaine,0,0,51065
2590,2015,Franklin City,Cocaine,0,0,51620
2591,2015,Franklin County,Cocaine,0,0,51620
2592,2015,Frederick County,Cocaine,1,1.21,51069
2593,2015,Fredericksburg City,Cocaine,1,3.71,51630
2594,2015,Galax City,Cocaine,0,0,51640
2595,2015,Giles County,Cocaine,0,0,51071
2596,2015,Gloucester County,Cocaine,0,0,51073
2597,2015,Goochland County,Cocaine,0,0,51075
2598,2015,Grayson County,Cocaine,0,0,51077
2599,2015,Greene County,Cocaine,0,0,51079
2600,2015,Greensville County,Cocaine,1,8.47,51081
2601,2015,Halifax County,Cocaine,1,2.8,51083
2602,2015,Hampton City,Cocaine,3,2.16,51650
2603,2015,Hanover County,Cocaine,1,0.96,51085
2604,2015,Harrisonburg City,Cocaine,0,0,51660
2605,2015,Henrico County,Cocaine,5,1.56,51087
2606,2015,Henry County,Cocaine,0,0,51089
2607,2015,Highland County,Cocaine,0,0,51091
2608,2015,Hopewell City,Cocaine,0,0,51670
2609,2015,Isle of Wight County,Cocaine,0,0,51093
2610,2015,James City County,Cocaine,0,0,51095
2611,2015,King and Queen County,Cocaine,0,0,51097
2612,2015,King George County,Cocaine,0,0,51099
2613,2015,King William County,Cocaine,0,0,51101
2614,2015,Lancaster County,Cocaine,0,0,51103
2615,2015,Lee County,Cocaine,0,0,51105
2616,2015,Lexington City,Cocaine,0,0,51678
2617,2015,Loudoun County,Cocaine,3,0.8,51107
2618,2015,Louisa County,Cocaine,0,0,51109
2619,2015,Lunenburg County,Cocaine,0,0,51111
2620,2015,Lynchburg City,Cocaine,2,2.54,51680
2621,2015,Madison County,Cocaine,1,7.63,51113
2622,2015,Manassas City,Cocaine,2,4.81,51683
2623,2015,Manassas Park City,Cocaine,0,0,51685
2624,2015,Martinsville City,Cocaine,2,14.84,51690
2625,2015,Mathews County,Cocaine,0,0,51115
2626,2015,Mecklenburg County,Cocaine,1,3.16,51117
2627,2015,Middlesex County,Cocaine,1,9.02,51119
2628,2015,Montgomery County,Cocaine,0,0,51121
2629,2015,Nelson County,Cocaine,0,0,51125
2630,2015,New Kent County,Cocaine,0,0,51127
2631,2015,Newport News City,Cocaine,6,3.27,51700
2632,2015,Norfolk City,Cocaine,11,4.45,51710
2633,2015,Northampton County,Cocaine,0,0,51131
2634,2015,Northumberland County,Cocaine,0,0,51133
2635,2015,Norton City,Cocaine,0,0,51720
2636,2015,Nottoway County,Cocaine,0,0,51135
2637,2015,Orange County,Cocaine,2,5.88,51137
2638,2015,Page County,Cocaine,0,0,51139
2639,2015,Patrick County,Cocaine,0,0,51141
2640,2015,Petersburg City,Cocaine,4,12.48,51730
2641,2015,Pittsylvania County,Cocaine,4,6.32,51143
2642,2015,Poquoson City,Cocaine,0,0,51735
2643,2015,Portsmouth City,Cocaine,7,7.23,51740
2644,2015,Powhatan County,Cocaine,0,0,51145
2645,2015,Prince Edward County,Cocaine,0,0,51147
2646,2015,Prince George County,Cocaine,0,0,51149
2647,2015,Prince William County,Cocaine,7,1.58,51153
2648,2015,Pulaski County,Cocaine,2,5.74,51155
2649,2015,Radford City,Cocaine,0,0,51750
2650,2015,Rappahannock County,Cocaine,0,0,51157
2651,2015,Richmond City,Cocaine,12,5.51,51760
2652,2015,Richmond County,Cocaine,0,0,51760
2653,2015,Roanoke City,Cocaine,9,9.03,51770
2654,2015,Roanoke County,Cocaine,4,4.27,51770
2655,2015,Rockbridge County,Cocaine,1,4.51,51163
2656,2015,Rockingham County,Cocaine,0,0,51165
2657,2015,Russell County,Cocaine,0,0,51167
2658,2015,Salem City,Cocaine,0,0,51775
2659,2015,Scott County,Cocaine,0,0,51169
2660,2015,Shenandoah County,Cocaine,1,2.37,51171
2661,2015,Smyth County,Cocaine,0,0,51173
2662,2015,Southampton County,Cocaine,0,0,51175
2663,2015,Spotsylvania County,Cocaine,3,2.33,51177
2664,2015,Stafford County,Cocaine,3,2.14,51179
2665,2015,Staunton City,Cocaine,0,0,51790
2666,2015,Suffolk City,Cocaine,5,5.53,51800
2667,2015,Surry County,Cocaine,0,0,51181
2668,2015,Sussex County,Cocaine,0,0,51183
2669,2015,Tazewell County,Cocaine,1,2.27,51185
2670,2015,Virginia Beach City,Cocaine,11,2.43,51810
2671,2015,Warren County,Cocaine,0,0,51187
2672,2015,Washington County,Cocaine,0,0,51191
2673,2015,Waynesboro City,Cocaine,0,0,51820
2674,2015,Westmoreland County,Cocaine,0,0,51193
2675,2015,Williamsburg City,Cocaine,0,0,51830
2676,2015,Winchester City,Cocaine,2,7.27,51840
2677,2015,Wise County,Cocaine,0,0,51195
2678,2015,Wythe County,Cocaine,0,0,51197
2679,2015,York County,Cocaine,3,4.32,51199
2680,2016,Accomack County,Cocaine,2,5.97,51001
2681,2016,Albemarle County,Cocaine,0,0,51003
2682,2016,Alexandria City,Cocaine,1,0.63,51510
2683,2016,Alleghany County,Cocaine,0,0,51005
2684,2016,Amelia County,Cocaine,0,0,51007
2685,2016,Amherst County,Cocaine,0,0,51009
2686,2016,Appomattox County,Cocaine,0,0,51011
2687,2016,Arlington County,Cocaine,5,2.13,51013
2688,2016,Augusta County,Cocaine,0,0,51015
2689,2016,Bath County,Cocaine,0,0,51017
2690,2016,Bedford City,Cocaine,,,51019
2691,2016,Bedford County,Cocaine,1,1.29,51019
2692,2016,Bland County,Cocaine,0,0,51021
2693,2016,Botetourt County,Cocaine,1,2.99,51023
2694,2016,Bristol City,Cocaine,0,0,51520
2695,2016,Brunswick County,Cocaine,0,0,51025
2696,2016,Buchanan County,Cocaine,0,0,51027
2697,2016,Buckingham County,Cocaine,0,0,51029
2698,2016,Buena Vista City,Cocaine,0,0,51530
2699,2016,Campbell County,Cocaine,0,0,51031
2700,2016,Caroline County,Cocaine,2,6.71,51033
2701,2016,Carroll County,Cocaine,0,0,51035
2702,2016,Charles City County,Cocaine,0,0,51036
2703,2016,Charlotte County,Cocaine,0,0,51037
2704,2016,Charlottesville City,Cocaine,1,2.07,51540
2705,2016,Chesapeake City,Cocaine,11,4.62,51550
2706,2016,Chesterfield County,Cocaine,9,2.7,51041
2707,2016,Clarke County,Cocaine,0,0,51043
2708,2016,Colonial Heights City,Cocaine,1,5.81,51570
2709,2016,Covington City,Cocaine,0,0,51580
2710,2016,Craig County,Cocaine,0,0,51045
2711,2016,Culpeper County,Cocaine,3,6.13,51047
2712,2016,Cumberland County,Cocaine,0,0,51049
2713,2016,Danville City,Cocaine,4,9.4,51590
2714,2016,Dickenson County,Cocaine,0,0,51051
2715,2016,Dinwiddie County,Cocaine,2,6.96,51053
2716,2016,Emporia City,Cocaine,0,0,51595
2717,2016,Essex County,Cocaine,0,0,51057
2718,2016,Fairfax City,Cocaine,0,0,51600
2719,2016,Fairfax County,Cocaine,19,1.68,51059
2720,2016,Falls Church City,Cocaine,0,0,51610
2721,2016,Fauquier County,Cocaine,5,7.36,51061
2722,2016,Floyd County,Cocaine,0,0,51063
2723,2016,Fluvanna County,Cocaine,0,0,51065
2724,2016,Franklin City,Cocaine,0,0,51620
2725,2016,Franklin County,Cocaine,2,3.55,51620
2726,2016,Frederick County,Cocaine,5,6.05,51069
2727,2016,Fredericksburg City,Cocaine,0,0,51630
2728,2016,Galax City,Cocaine,0,0,51640
2729,2016,Giles County,Cocaine,0,0,51071
2730,2016,Gloucester County,Cocaine,3,8.09,51073
2731,2016,Goochland County,Cocaine,1,4.49,51075
2732,2016,Grayson County,Cocaine,0,0,51077
2733,2016,Greene County,Cocaine,0,0,51079
2734,2016,Greensville County,Cocaine,0,0,51081
2735,2016,Halifax County,Cocaine,0,0,51083
2736,2016,Hampton City,Cocaine,12,8.66,51650
2737,2016,Hanover County,Cocaine,2,1.92,51085
2738,2016,Harrisonburg City,Cocaine,0,0,51660
2739,2016,Henrico County,Cocaine,9,2.81,51087
2740,2016,Henry County,Cocaine,4,7.57,51089
2741,2016,Highland County,Cocaine,0,0,51091
2742,2016,Hopewell City,Cocaine,5,21.75,51670
2743,2016,Isle of Wight County,Cocaine,2,5.49,51093
2744,2016,James City County,Cocaine,3,4.09,51095
2745,2016,King and Queen County,Cocaine,0,0,51097
2746,2016,King George County,Cocaine,0,0,51099
2747,2016,King William County,Cocaine,0,0,51101
2748,2016,Lancaster County,Cocaine,0,0,51103
2749,2016,Lee County,Cocaine,0,0,51105
2750,2016,Lexington City,Cocaine,0,0,51678
2751,2016,Loudoun County,Cocaine,6,1.6,51107
2752,2016,Louisa County,Cocaine,0,0,51109
2753,2016,Lunenburg County,Cocaine,0,0,51111
2754,2016,Lynchburg City,Cocaine,0,0,51680
2755,2016,Madison County,Cocaine,0,0,51113
2756,2016,Manassas City,Cocaine,3,7.22,51683
2757,2016,Manassas Park City,Cocaine,0,0,51685
2758,2016,Martinsville City,Cocaine,0,0,51690
2759,2016,Mathews County,Cocaine,0,0,51115
2760,2016,Mecklenburg County,Cocaine,1,3.16,51117
2761,2016,Middlesex County,Cocaine,0,0,51119
2762,2016,Montgomery County,Cocaine,1,1.02,51121
2763,2016,Nelson County,Cocaine,0,0,51125
2764,2016,New Kent County,Cocaine,1,4.89,51127
2765,2016,Newport News City,Cocaine,16,8.72,51700
2766,2016,Norfolk City,Cocaine,30,12.14,51710
2767,2016,Northampton County,Cocaine,1,8.21,51131
2768,2016,Northumberland County,Cocaine,0,0,51133
2769,2016,Norton City,Cocaine,0,0,51720
2770,2016,Nottoway County,Cocaine,0,0,51135
2771,2016,Orange County,Cocaine,4,11.76,51137
2772,2016,Page County,Cocaine,0,0,51139
2773,2016,Patrick County,Cocaine,0,0,51141
2774,2016,Petersburg City,Cocaine,8,24.96,51730
2775,2016,Pittsylvania County,Cocaine,1,1.58,51143
2776,2016,Poquoson City,Cocaine,0,0,51735
2777,2016,Portsmouth City,Cocaine,12,12.39,51740
2778,2016,Powhatan County,Cocaine,1,3.52,51145
2779,2016,Prince Edward County,Cocaine,1,4.23,51147
2780,2016,Prince George County,Cocaine,2,5.39,51149
2781,2016,Prince William County,Cocaine,7,1.58,51153
2782,2016,Pulaski County,Cocaine,0,0,51155
2783,2016,Radford City,Cocaine,0,0,51750
2784,2016,Rappahannock County,Cocaine,0,0,51157
2785,2016,Richmond City,Cocaine,24,11.01,51760
2786,2016,Richmond County,Cocaine,0,0,51760
2787,2016,Roanoke City,Cocaine,5,5.02,51770
2788,2016,Roanoke County,Cocaine,2,2.13,51770
2789,2016,Rockbridge County,Cocaine,0,0,51163
2790,2016,Rockingham County,Cocaine,0,0,51165
2791,2016,Russell County,Cocaine,0,0,51167
2792,2016,Salem City,Cocaine,3,11.79,51775
2793,2016,Scott County,Cocaine,0,0,51169
2794,2016,Shenandoah County,Cocaine,2,4.74,51171
2795,2016,Smyth County,Cocaine,0,0,51173
2796,2016,Southampton County,Cocaine,3,16.17,51175
2797,2016,Spotsylvania County,Cocaine,4,3.1,51177
2798,2016,Stafford County,Cocaine,2,1.43,51179
2799,2016,Staunton City,Cocaine,0,0,51790
2800,2016,Suffolk City,Cocaine,3,3.32,51800
2801,2016,Surry County,Cocaine,0,0,51181
2802,2016,Sussex County,Cocaine,0,0,51183
2803,2016,Tazewell County,Cocaine,0,0,51185
2804,2016,Virginia Beach City,Cocaine,23,5.07,51810
2805,2016,Warren County,Cocaine,2,5.15,51187
2806,2016,Washington County,Cocaine,0,0,51191
2807,2016,Waynesboro City,Cocaine,0,0,51820
2808,2016,Westmoreland County,Cocaine,0,0,51193
2809,2016,Williamsburg City,Cocaine,1,6.73,51830
2810,2016,Winchester City,Cocaine,2,7.27,51840
2811,2016,Wise County,Cocaine,0,0,51195
2812,2016,Wythe County,Cocaine,0,0,51197
2813,2016,York County,Cocaine,1,1.44,51199
2814,2017,Accomack County,Cocaine,0,,51001
2815,2017,Albemarle County,Cocaine,1,,51003
2816,2017,Alexandria City,Cocaine,1,,51510
2817,2017,Alleghany County,Cocaine,0,,51005
2818,2017,Amelia County,Cocaine,0,,51007
2819,2017,Amherst County,Cocaine,0,,51009
2820,2017,Appomattox County,Cocaine,0,,51011
2821,2017,Arlington County,Cocaine,0,,51013
2822,2017,Augusta County,Cocaine,0,,51015
2823,2017,Bath County,Cocaine,0,,51017
2824,2017,Bedford City,Cocaine,,,51019
2825,2017,Bedford County,Cocaine,1,,51019
2826,2017,Bland County,Cocaine,0,,51021
2827,2017,Botetourt County,Cocaine,0,,51023
2828,2017,Bristol City,Cocaine,0,,51520
2829,2017,Brunswick County,Cocaine,0,,51025
2830,2017,Buchanan County,Cocaine,0,,51027
2831,2017,Buckingham County,Cocaine,0,,51029
2832,2017,Buena Vista City,Cocaine,0,,51530
2833,2017,Campbell County,Cocaine,0,,51031
2834,2017,Caroline County,Cocaine,0,,51033
2835,2017,Carroll County,Cocaine,0,,51035
2836,2017,Charles City County,Cocaine,0,,51036
2837,2017,Charlotte County,Cocaine,0,,51037
2838,2017,Charlottesville City,Cocaine,0,,51540
2839,2017,Chesapeake City,Cocaine,0,,51550
2840,2017,Chesterfield County,Cocaine,2,,51041
2841,2017,Clarke County,Cocaine,0,,51043
2842,2017,Colonial Heights City,Cocaine,0,,51570
2843,2017,Covington City,Cocaine,0,,51580
2844,2017,Craig County,Cocaine,0,,51045
2845,2017,Culpeper County,Cocaine,0,,51047
2846,2017,Cumberland County,Cocaine,0,,51049
2847,2017,Danville City,Cocaine,1,,51590
2848,2017,Dickenson County,Cocaine,0,,51051
2849,2017,Dinwiddie County,Cocaine,0,,51053
2850,2017,Emporia City,Cocaine,0,,51595
2851,2017,Essex County,Cocaine,0,,51057
2852,2017,Fairfax City,Cocaine,0,,51600
2853,2017,Fairfax County,Cocaine,13,,51059
2854,2017,Falls Church City,Cocaine,0,,51610
2855,2017,Fauquier County,Cocaine,0,,51061
2856,2017,Floyd County,Cocaine,0,,51063
2857,2017,Fluvanna County,Cocaine,0,,51065
2858,2017,Franklin City,Cocaine,0,,51620
2859,2017,Franklin County,Cocaine,1,,51620
2860,2017,Frederick County,Cocaine,2,,51069
2861,2017,Fredericksburg City,Cocaine,1,,51630
2862,2017,Galax City,Cocaine,0,,51640
2863,2017,Giles County,Cocaine,0,,51071
2864,2017,Gloucester County,Cocaine,0,,51073
2865,2017,Goochland County,Cocaine,0,,51075
2866,2017,Grayson County,Cocaine,0,,51077
2867,2017,Greene County,Cocaine,0,,51079
2868,2017,Greensville County,Cocaine,0,,51081
2869,2017,Halifax County,Cocaine,0,,51083
2870,2017,Hampton City,Cocaine,2,,51650
2871,2017,Hanover County,Cocaine,1,,51085
